title,description,n_reviews,stars_avg,price_range,extra_features,street,opening_hours,phone_number,reviews,extra_content
Bar Restaurante Baste,,938,"4,3",1-10€,,"Muñoz Maria Kalea, 6, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['9:00–24:00'], 'jueves': ['9:00–24:00'], 'viernes': ['9:00–24:00'], 'sábado': ['9:00–24:00'], 'domingo': ['9:00–24:00'], 'lunes': ['Cerrado'], 'martes': ['9:00–24:00']}",,"['Un espacio donde comer bien. El lugar es muy recogido y si te molesta la gente cerca puedes encontrarte algo apretado. Aún así muy recomendable.…Más', 'Bar de toda la vida para ir a potear y disfrutar de su pintxo estrella los mejillones rellenos.…Más', 'excelente restaurante en el casco antiguo de bilbao. comida excelente y deliciosa, servicio muy atento y un lugar agradable y confortable. Usted tiene pintxos ……Más']","['91 opiniones#382 de 986 restaurantes en Bilbao€€ - €€€BarEspañolaPub. María ... Atmósfera: 4. BASTE Bilbao - Fotos Número de Teléfono y Restaurante Opiniones -...', 'Baste Restaurante · Página · Bar de tapas y restaurante · +34 944 15 08 55 · Calificación · 46 39 opiniones · Publicación fijada.', 'Gran restaurante con una gran oferta en bebidas. Los deliciosos platos que servimos y nuestras bebidas te convencerán enseguida. Saborea por ejemplo una taza de...']"
Taberna Arki,,52,"4,4",1-10€,No se aceptan reservas· Se sirve comida en el bar,"Calle Santo Rosario, 48004 Bilbo, Bizkaia","{'miércoles': ['8:30–23:00'], 'jueves': ['8:30–23:00'], 'viernes': ['8:30–23:00'], 'sábado': ['9:00–23:00'], 'domingo': ['9:00–23:00'], 'lunes': ['8:30–23:00'], 'martes': ['8:30–23:00']}",,"['Atención y buen trato.…Más', 'Personal muy correcto. Sitio ideal de pintxos y para alternar.', 'Trato buenísimo y tapas y precios económicos']","['Taberna Arki Bilbao Spain. 15 likes · 2 were here. Restaurant.', 'Consigue las mejores ofertas para Taberna Arki en Bilbao y conoce la nota y posición en el ranking de GastroRanking.', '12 feb 2024 — Taberna Arki n.º 1179 entre los restaurantes de Bilbao: 53 opiniones y 10 fotos detalladas. Localízalo en el mapa y llama para reservar...']"
MALDITAS SANTUTXU,,160,"4,4",20-30€,,"Bonaparte Luis Luciano Kalea, 11, 48004 Bilbo, Bizkaia","{'miércoles': ['20:00–23:00'], 'jueves': ['13:30–16:30', '20:00–23:00'], 'viernes': ['13:30–16:30', '20:00–1:00'], 'sábado': ['13:30–16:30', '20:00–1:00'], 'domingo': ['13:30–16:30', '20:00–23:00'], 'lunes': ['Cerrado'], 'martes': ['Cerrado']}",,"['Las hamburguesas muy buenas. El local era agradable pero sencillo, sin pretensiones. Para mi se queda en un 3,5🌟 sobre todo por el tema calidad/precio. Si bien…Más', 'Una experiencia agridulce. Si vas un día de lluvia, cuidado con el local porque parece que es puro aceite de todo lo que resbala.…Más', 'Comimos la ganadora, la Mediterrassian. Estaba buena, pero es demasiado cara: 17,50 € y la verdad es que no lo vale. El personal es amable, pero tardaron casi…Más']","['C/ Blas de Otero  23. 48014 Deusto - Bilbao. Ver en Google Maps →. Bonaparte Luis Luciano Kalea 11 48004 Santutxu - Bilbao. Ver en Google Maps →.', 'Photo by MALDITAS® in Bilbao Spain. May be an image of burger and ... MALDITAS SANTUTXU . La mejor hamburgueseria. Photo by MALDITAS® on October 11 2023...', 'MALDITAS® by Búho Rojo - Santutxu Menú a Domicilio en Bilbao. MALDITAS® by Búho Rojo - Santutxu. 4.3 x 50+ • 5679.6 000las. x Entrega no disponible.']"
Bar Teilape Santutxu,,55,"4,5",€,,"Gardeazabal Juan Kalea, 3, 48004 Bilbo, Bizkaia","{'miércoles': ['7:30–22:30'], 'jueves': ['7:30–22:30'], 'viernes': ['7:30–22:30'], 'sábado': ['8:00–16:00'], 'domingo': ['8:00–16:00'], 'lunes': ['7:30–22:30'], 'martes': ['7:30–22:30']}",,"['Si tienes mascota este es tu bar.\nTú te tomarás algo, pero tu mascota también.…Más', 'Bar cafetería entrañable ,camareros agradables y los desayunos ricos tienen unas tartas caseras espectaculares ,la de queso y arándanos de mis preferidas…Más', 'Excelente local. Un trato de diez. Recomendable al cien por cien']","['Bar Teilape Santutxu Bilbao Spain. 75 likes · 1 was here. Bar tranquilo y acogedor con buen ambiente para tomar algo o comer hamburguesas bocadillos o...', '5 feb 2024 — Aquí vas a encontrar unos generosos pintxos y unas sorprendentes empanadas. Los usuarios de Google que visitaron este bar afirman que la...', 'Bar Teilape Santutxu Bilbao Spain. 75 पसंद · 1 यहाँ था. Bar tranquilo y acogedor con buen ambiente para tomar algo o comer hamburguesas bocadillos o...']"
Bar Txistu,,3,"4,7",,,"Calle Particular de Arsuaga, 2, 48004 Bilbo, Bizkaia","{'miércoles': ['9:30–23:00'], 'jueves': ['9:30–23:00'], 'viernes': ['9:30–23:00'], 'sábado': ['9:30–23:00'], 'domingo': ['9:30–23:00'], 'lunes': ['9:30–23:00'], 'martes': ['9:30–23:00']}",944 73 48 55,['Un buen sitio para picar unas muy buenas hamburguesas y otras cosas…Más'],"['Bar Txistua Bilbao: Consulta 10 opiniones sobre Bar Txistua con puntuación 5 de 5 y clasificado en Tripadvisor N.°568 de 1.234 restaurantes en Bilbao.', '8 ene 2024 — El café de este restaurante no es muy del agrado de sus usuarios. Pero Txistu tiene en Google una nota de 41 según sus visitantes.', 'Ofrecemos las más avanzadas técnicas las herramientas y el personal más cualificado. En nuestra empresa procuramos superarnos en cada servicio. Bar Ordunte.']"
RUSTIIC Bilbao,,156,"4,9",10-20€,,"Iturribide Kalea, 52, Ibaiondo, 48006 Bilbo, Bizkaia","{'miércoles': ['19:00–23:30'], 'jueves': ['19:00–24:00'], 'viernes': ['20:00–1:30'], 'sábado': ['20:00–1:30'], 'domingo': ['19:00–23:30'], 'lunes': ['Cerrado'], 'martes': ['19:00–23:30', 'Actualizado por esta empresa hace 1 semana']}",,"['Calidad precio de lo mejorcito en Bilbao.…Más', 'He acudido un par de veces y en ambas he acabado muy satisfecho. Tiene un punto casero y de barrio que mola. La relación calidad-precio le sube la nota para…Más', 'Tienen hamburguesas muy ricas y a muy buen precio. Diría que son una de las mejores de Bilbao. Además, el personal es muy amable y el sitio muy bonito. ¡Volveremos!…Más']","['Necesitas pedir algo de Rustiic en Bilbao? Utiliza Glovo y recibirás tu pedido en casa de forma fácil y rápida. Pide online con Glovo ahora.', 'Rustiic. Hamburguesas Americana. 4.4 estrellas sobre 5. 19 opiniones. Iturribide Kalea 52 Bilbo 48006. Entrega desde 20:15. Quiero recogida.', 'Rustiic · Artículos destacados. Jamming. #1 de tus preferidos. Jamming · Burgers. Freestyle. 1040 € • 100% 5 · Alitas. Alitas y Patatas 10 unidades. 1090...']"
BAR IMOLA,,42,"4,7",20-30€,,"Mazustegui 9, 48006 Bilbao, Biscay","{'miércoles': ['7:00–23:00'], 'jueves': ['7:00–0:30'], 'viernes': ['7:00–3:00'], 'sábado': ['19:00–3:00'], 'domingo': ['Cerrado'], 'lunes': ['7:00–23:00'], 'martes': ['7:00–23:00']}",,"['Hace 12 años fuimos con colegas del cole - de Cataluña ya que estábamos de excursión en Bilbao - a este bar/pub con la sorpresa que nos acabaron dando camisetas…Más', 'Excelente atención todo muy rico comida recién hecha los precios muy bien ..lo recomiendo al 100 y volvería claro que sí...muchas gracias!!.', 'Excelente atención y una de las mejores comidas Hondureñas, un lugar súper higiénico, buen ambiente etc, en pocas palabras es espectacular']","['The best bar in town with a variety of drinks. Our Spanish cuisine offers you authentic dishes to enjoy. Even our most demanding diners are satisfied with our...', '20 feb 2024 — BAR IMOLA n.º 453 entre los pubs y bares de Bilbao: 51 opiniones y 16 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.', 'Un excelente bar con una gran oferta en bebidas. La cocina española tradicional te sorprenderá con una gran oferta culinaria. Aquí te esperamos con platos...']"
APG,,58,"4,4",1-10€,,"Bonaparte Luis Luciano Kalea, 28, 48004 Bilbo, Bizkaia","{'miércoles': ['10:00–22:30'], 'jueves': ['10:00–22:30'], 'viernes': ['10:00–22:30'], 'sábado': ['10:00–22:30'], 'domingo': ['10:00–22:30'], 'lunes': ['10:00–22:30'], 'martes': ['10:00–22:30']}",620 31 47 86,"['Establecimiento muy agradable. Sobretodo pintxos relacionados con el txarri , pero hay más para elegir. Tiene los"" trampis "" muy buenos .…Más', 'Hacia tiempo que no entraba. Como siempre este local tiene pintxos de calidad y buenos caldos. Lo mejor, para mi, los torreznos.…Más', 'Buenos pintxos, trato amable, se puede hablar sin chillar. Muy recomendable.…Más']","['El APG es un grupo de investigación es un grupo interdisciplinar en fotónica formado por unos 20 investigadores de los cuales 13 son doctores. Incluye entre...', 'Proyectos destacados. Datos generales. Ubicación: Escuela de Ingeniería de Bilbao; Investigador/a principal: Joseba Zubia Zaballa; Número de doctores/as: 11...', 'Puedes ponerte en contacto con este bar en el teléfono 620314786 o utilizando el formulario que verás en esta misma página. Además si ya conoces este...']"
La Ruda,,933,"4,1",10-20€,,"Unamuno Miguel Plaza, 2, Ibaiondo, 48006 Bilbo, Bizkaia","{'miércoles': ['9:00–23:30'], 'jueves': ['9:00–23:30'], 'viernes': ['9:00–1:30'], 'sábado': ['9:00–1:30'], 'domingo': ['9:00–23:30'], 'lunes': ['9:00–23:30'], 'martes': ['9:00–23:30']}",,"['La carta un poco escasa con comida básica y sencilla. Eso sí, rica y a buen precio. En Plaza Unamuno, en el Casco Viejo de Bilbao. El servicio no es del todo…Más', 'Menú del día a un precio muy competitivo con un tamaño de platos excepcional y calidad en las preparaciones. Los platos están bien acabados y están preparados…Más', 'Cosas bien y otras no tan bien.…Más']","['Egunon! Aquí tenéis nuestro menú para esta semana. ¡No dudéis en reservar mesa! 944 15 00 23 Plaza Miguel de Unamuno 2 Casco Viejo de Bilbao · #...', 'La Ruda destaca sobre todo por dos cosas: por su excelente barra de pintxos elaborados con mucho cariño y por estar llena de vida a cualquier hora del día.', 'Photo by La Ruda in La Ruda Bilbao. May be an image of pasta. RESTAURANTE LA RUDA Situado en plena plaza Unamuno a la...']"
Bar Topaleku,,40,"4,6",1-10€,,"Iturribide Kalea, 115, 48006 Bilbo, Bizkaia","{'miércoles': ['7:00–22:00'], 'jueves': ['7:00–22:00'], 'viernes': ['7:00–23:00'], 'sábado': ['Cerrado'], 'domingo': ['Cerrado'], 'lunes': ['7:00–22:00'], 'martes': ['7:00–22:00']}",,"['El chico muy majo, hace unas tortillas al momento muy ricas y calidad precio está genial. Un buen sitio para desayunar porque abre muy temprano.…Más', 'Buen ambiente ,LO MEJOR IÑIGO ,,el CAMARERO,COCINERO ,MANAGER ,ETC ETC.\nEL.CHULETON ESTA INCREÍBLE .…Más', 'Lugar agradable con pintxos espectaculares y tortillas gran variedad. El café está hecho con cariño y está muy bueno.…Más']","['Vespa-Lambretta Topaleku Bilbao Bilbao Spain. 607 likes · 7 were here. tu punto de encuentro con el mundo de las dos ruedas.', 'Descubre Topaleku Bilbao bar ubicado en Santutxu conocido por ser el lugar de referencia para los amantes de las motos y sus pintxos.', '14 oct 2022 — -Teike Balmaseda VS Monty Bilbao. -San Marcos & Kitchen VS Nashville Bilbao. -La Olla Diputación VS Topaleku Bilbao. -Lalü Gastrobar...']"
Bar La Muga,,21000,"4,3",1-10€,,"Muñoz Maria Kalea, 8, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['12:00–1:00'], 'jueves': ['12:00–1:00'], 'viernes': ['12:00–2:30'], 'sábado': ['12:00–2:30'], 'domingo': ['12:00–1:00'], 'lunes': ['12:00–1:00'], 'martes': ['Cerrado', 'Actualizado por esta empresa hace 5 semanas']}",,"['Comimos algo rápido.\n2 adultos +2 niñas…Más', 'Fuimos en pareja en dos días distintos y ambos había un ambiente muy agradable y nos atendieron con mucha amabilidad. Hay tres o cuatro opciones de pinchos…Más', 'Una tasca y muchos ambientes, dependiendo del día de la semana, y la hora. Un sitio para tomarse una trago tranquilo, picar algo de su carta, optar por una de…Más']","['Nos gusta el vino y eso se nota en nuestra oferta con caldos clásicos y nuevos hallazgos. Puedes comprar una botella empezarla en el bar y acabarla en tu casa.', 'RANGO DE PRECIOS. 3 € - 5 € ; Tipos de cocina. Española Bar ; Dietas especiales. Opciones veganas Opciones vegetarianas.', 'Un templo gastronómico y musical. Un local con historia y mucho estilo. Bar emblemático del Casco Viejo La Muga Taberna nació a principios de los años...']"
Bar Fermín,,651,"4,5",1-10€,,"Iturribide Kalea, 6, Ibaiondo, 48006 Bilbo, Bizkaia","{'miércoles': ['Cerrado'], 'jueves': ['7:30–23:00'], 'viernes': ['7:30–23:00'], 'sábado': ['8:30–23:00'], 'domingo': ['8:30–16:00'], 'lunes': ['7:30–16:00'], 'martes': ['7:30–16:00']}",,[],"['El restaurante Bar Fermín está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4.5...', '25 feb 2021 — Fermín Bilbao · Dirección Iturribide 6. · Teléfono 944150164. · Precios Pintxo de bacalao: 190 €. Gilda: 130 €. Pintxo de tortilla: 190 €.', 'El Bar Fermín es un local de referencia para los amantes de los pintxos. Sus clientes llevan casi 60 años disfrutando de sus desayunos cafés tortillas.']"
Gernikes,,320,"4,6",10-20€,,"Santos Juanes Plaza, 6, Ibaiondo, 48006 Bilbo, Bizkaia","{'miércoles': ['6:00–21:15'], 'jueves': ['6:00–21:15'], 'viernes': ['6:00–21:15'], 'sábado': ['6:00–21:15'], 'domingo': ['Cerrado'], 'lunes': ['6:00–21:15'], 'martes': ['6:00–21:15']}",944 16 26 82,[],"['Especialidad: Menú del día: comida casera. Ofrecemos: Desayunos menús cafés y copas. Contacto. Santos Juanes 6 Bilbao.', '16 ene 2024 — Gernikes n.º 644 entre los restaurantes de Bilbao: 317 opiniones y 40 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.', 'Te presentamos al Gernikes tu elección para grupos y eventos bodas comuniones cumpleaños etc. en Bilbao en Santos Juanes Plaza 6 48006 Bilbo Bizkaia.']"
Piparrak,,50,"4,7",,,"Arsuaga Kalea, 2, 48004 Bilbo, Bizkaia","{'miércoles': ['9:30–15:00', '17:00–23:00'], 'jueves': ['9:30–15:00', '17:00–23:00'], 'viernes': ['9:30–15:00', '17:00–23:00'], 'sábado': ['11:30–24:00'], 'domingo': ['11:30–24:00'], 'lunes': ['9:30–15:00', '17:00–23:00'], 'martes': ['9:30–15:00', '17:00–23:00']}",,"['Le pongo un 5 porque más no se puede 😁\nDos veces que hemos estado de poteo, dos veces que hemos salido encantados por…Más', 'Un lugar de la zona de potes conocida como la zona que esta pelin por encima de otros lugares. Pese a que el bar es pequeño sus gildas han hecho leyenda en el…Más', 'El mejor bar de pintxos de Bilbao!!! El trato excelente y la barra impecable. Es súper recomendable.…Más']","['Txoko Piperrak se ha convertido con el paso de los años en el restaurante de referencia en Bilbao ... Menús para grupos. Menú Oiz. ENTRANTES. Ensalada Mixta', 'El restaurante Txoko Piperrak está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 4; Calidad/precio: 4...', 'El Templo de la gilda y el vermut en Bilbao. Amplia variedad de gildas vermuts preparados. \U000f1676. Seguir. \U000f07dd. Publicaciones.']"
Clover House Bilbao,,934,"4,3",10-20€,,"Juan Carlos de Gortázar Kalea, 4, Ibaiondo, 48003 Bilbo, Bizkaia","{'miércoles': ['6:30–23:30'], 'jueves': ['6:30–23:30'], 'viernes': ['6:30–1:00'], 'sábado': ['8:00–1:00'], 'domingo': ['8:00–23:30'], 'lunes': ['6:30–23:30'], 'martes': ['6:30–23:30']}",,"['Que descubrimiento encontrar este restaurante en Blbao , autentica cómoda mexiicana . Cocinada por mujeres venidas de Mexico .…Más', 'La mejor comida mexicana que he probado! Carta amplia, platos que no suelen encontrarse en otros mexicanos, y además tienen bocadillos ensaladas…Más', 'Fuimos a comer su comida mexicana y un acierto. Calidad precio esta bien y la comida estaba muy buena y con lo que pedimos nos llenamos. Lo que menos nos gustó…Más']","['Principal · Equipo / Instalaciones · Toques · Bases Legales Concurso · Catering · Contaco y Horario. _EMF5866.JPG. Nuestra Carta · Lista de vinos.', 'El restaurante Clover House está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4...', 'Clover House · Página · Restaurante · +34 946 03 93 12 · cloverhousebilbao.com · Publicación fijada.']"
Asia,,338,"4,1",10-20€,,"Zabalbide Kalea, 55, 48006 Bilbo, Bizkaia","{'miércoles': ['12:00–16:30', '19:30–24:00'], 'jueves': ['12:00–16:30', '19:30–24:00'], 'viernes': ['12:00–16:30', '19:30–24:00'], 'sábado': ['12:00–16:30', '19:30–24:00'], 'domingo': ['12:00–16:30', '19:30–24:00'], 'lunes': ['12:00–16:30', '19:30–24:00'], 'martes': ['12:00–16:30', '19:30–24:00']}",,"['Hemos pedido varias veces y siempre muy bien pero está última vez muy mal. El pollo agridulce, que siempre pedimos, ha venido que parece hecho de ayer, está…Más', 'Hacia mucho que no comía en este restaurante, pero lo tenia por muy bueno y la verdad es que me ha decepcionado mucho. He pedido a domicilio y me llegó en 20…Más', 'La camarera super amable, el camarero también, un sitio agradable y con muy buena decoración. Los platos que pedimos estaban buenísimos, recomiendo el pato pekines ya que l…Más']","['Bilbao especializado en comida china te invita a probar sus deliciosos platos asiáticos cómodamente desde tu domicilio en Asia Restaurant Descubre su gran...', 'El restaurante Asia Restaurante está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3; Servicio: 4; Calidad/precio: 3...', 'Echa un vistazo al menú completo de Asia Restaurante en Bilbo en el 48006 y haz tu pedido. Amplia la selección de comida China y recibe el pedido en casa.']"
Gaztelu bar-degustación,,25,"4,1",€,,"Iturribide Zeharkalea, 4, Ibaiondo, 48006 Bilbo, Bizkaia","{'miércoles': ['7:15–21:00'], 'jueves': ['7:15–21:00'], 'viernes': ['7:15–21:00'], 'sábado': ['7:30–15:00'], 'domingo': ['Cerrado'], 'lunes': ['7:15–21:00'], 'martes': ['7:15–21:00', 'Actualizado por esta empresa hace 3 semanas']}",,"['El café muy bueno, y la camarera súper simpática nos atendió muy amable, y nos recomendó para aparcar el coche y todo lo que hay para ver en Bilbao. Muchas gracias', 'Sirven unos cafés muy ricos y si vas solo te puedes encontrar metido en unas agradables conversaciones😀😀', 'Buena barra. Todo perfecto']","['16 ene 2024 — Gaztelu bar-degustación n.º 252 entre los pubs y bares de Bilbao: 25 opiniones y 11 fotos detalladas. Localízalo en el mapa y llama para...', 'BAR DEGUSTACION GAZTELU en BILBAO Part. Iturribide 4 -  48006 BILBAO.', 'Te esperamos en Iturribide Zeharkalea 4 en el barrio de Ibaiondo para que descubras la auténtica cocina vasca en Gaztelu bar-degustación. ¡No te lo pierdas!']"
PUB K2 BILBAO,Pintxos de autor en cafetería y bar de copas con muebles rojos y programación de exposiciones y conciertos.,13000,"4,3",10-20€,,,{},,"['No es raro que en las fiestas de Bilbao los establecimientos bajen la calidad en todos los aspectos por la carga laboral.…Más', 'Estupendo bar al que sigo volviendo y volviendo. El trato espectacular y el llegar al un bar y poder elegir en una carta de posibilidades veganas es un…Más', 'Buen bar donde cenar, buena comida, con opciones veganas/vegetarianas, variedad de birras, si tienes dudas como nosotras no hay problema, el camarero muy…Más']","['Conoce nuestro bar de pintxos en Bilbao. Somos K2 y también te ofrecemos hamburguesas y el mejor ambiente para disfrutes de tu copa por la noche. Visítanos.', 'El restaurante Pub K2 Bilbao está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 3.5; Calidad/precio: 4...', '944 16 34 50 llevar y reservas Pintxos de autor Cervezas artesanales #vegana #vegetariana Exposiciones de arte y eventos.']"
TXUKRUT Bar,,479,"4,5",10-20€,,"San Frantzisko Kalea, 25, Ibaiondo, 48003 Bilbo, Bizkaia","{'miércoles': ['12:30–16:00', '18:00–24:00'], 'jueves': ['12:30–16:00', '18:00–24:00'], 'viernes': ['13:00–16:30', '19:00–1:00'], 'sábado': ['13:00–17:00', '19:00–24:00'], 'domingo': ['13:00–17:00'], 'lunes': ['Cerrado'], 'martes': ['12:30–16:00', '18:00–24:00', 'Actualizado por esta empresa hace 1 semana']}",,"['Este restaurante tiene una comida Vegana Deliciosa 🤤!! El Chef y el camarero encantadores. Pero de verdad la comida otro nivel. Mis dieces para ellos. Muy…Más', 'Todo bastante correcto salvo que reservamos a una hora y cuando llegamos no habían abierto y tuvimos que esperar aún media hora. La atención bien y la comida justita de cantid…Más', 'Local pequeñito y agradable. Me gustó mucho la comida, sobretodo el shitake a la feira (y no me gustan las setas!), y el plato de seitán. Comida buena y bien…Más']","['El restaurante Txukrut está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 5; Servicio: 5; Calidad/precio: 5...', 'Txukrut nació con el firme propósito de ofrecer una buena barra de pintxos apta para veganos y vegetarianos con propuestas ricas y originales para que...', '8 jun 2018 — Txukrut · Dirección San Francisco 25 Bilbao. · Teléfono 946411504. · Instagram @txukrut_vega_bar. · Precios Shitake a feira: 8 €. Ensaladilla: 6...']"
Bar Amaia,,14,"4,8",€,Se sirve comida en el bar,"Santutxu Kalea, 71, 48006 Bilbo, Bizkaia","{'miércoles': ['8:30–22:30'], 'jueves': ['8:30–22:30'], 'viernes': ['8:30–22:30'], 'sábado': ['9:00–23:00'], 'domingo': ['9:00–23:00'], 'lunes': ['8:30–22:30'], 'martes': ['8:30–22:30']}",,"['El dueño muy majo y bar muy acogedor', 'Muy buen ambiente.', 'Sitio tranquilo.']","['AMAYA Bilbao - Fotos Número de Teléfono y Restaurante Opiniones - Tripadvisor. Bilbao; Provincia de Vizcaya; País Vasco; España; Europa. Bilbao. Turismo en...', 'Este año hace. 79 AÑOS. QUE ABRIÓ SUS PUERTAS. Cocina vasca y mediterránea. Conoce la historia. Este año hace. 79 AÑOS. QUE ABRIÓ SUS PUERTAS.', 'La carta es variada sus cocineros preparan una deliciosa comida otras cocinas españolas si nunca te has atrevido a probar su churrospruebalo te encantara.']"
Cocherito,,84,"4,3",1-10€,,"Cocherito de Bilbao Kalea, 1, 48004 Bilbo, Bizkaia","{'miércoles': ['6:30–22:00'], 'jueves': ['6:30–22:00'], 'viernes': ['6:30–22:00'], 'sábado': ['8:00–22:00'], 'domingo': ['Cerrado'], 'lunes': ['6:30–22:00'], 'martes': ['6:30–22:00']}",,"['Mejor bar de santutxu sin duda, tienen la mejor tortilla, pintxos hermosos y riquisimos y una atencion impecable, un bar de confianza.…Más', 'Sencillo pero una buena atención.El café muy rico.…Más', 'Una tortilla de patata espectacular, variedad de pintxos y precios de barrio…Más']","['Cástor Jaureguibeitia Ibarra más conocido como Cocherito de Bilbao Bilbao 20 de diciembre de 1876-Guadarrama 28 de febrero de 1928\u200b fue un torero...', ""Ser 'Cocherista' es pertenecer al club taurino más antiguo del mundo una entidad que lleva más de 100 años difundiendo la fiesta de los toros."", 'Club Cocherito de Bilbao · Página · Club social · +34 944 16 14 47 · clubcocherito.com · Calificación · 43 25 opiniones.']"
Bar Restaurante Mallona,,8,"4,8",,,"Begoñako Andra Maria Kalea, 2, 48006 Bilbo, Bizkaia","{'miércoles': ['8:00–22:00'], 'jueves': ['8:00–22:00'], 'viernes': ['8:00–22:00'], 'sábado': ['9:00–22:00'], 'domingo': ['9:00–16:00'], 'lunes': ['8:00–22:00'], 'martes': ['8:00–22:00']}",,"['Disfrute del visionado de varios partidos del Athletic durante mi breve paso por el Solokoetxe F.C', 'El mejor bar de Bilbao sin duda…Más', ""N'hésitez pas à monter les marches si vous êtes dans le casco viejo car la récompense est en haut. Assiette de charcuterie énorme pour 10 euros et proprio super…Más""]","['BAR RESTAURANTE MALLONA en BILBAO Virgen de Begoña 2 48006 BILBAO.', 'Restaurantes cerca de Calzadas de Mallona · Plaza Unamuno · Cafe bar geltoki · Bar Bacaicoa · Geuria Merkatua · Casco Viejo · Bilbao Doner Kebab · Beetle Bilbao.', '2 ene 2024 — Mallona Bi Berria n.º 788 entre los pubs y bares de Bilbao: 24 opiniones y 1 foto detallada. Localízalo en el mapa y llama para reservar...']"
Xukela,Multitud de recuerdos enmarcados decoran esta tasca castiza e informal con barra de pintxos y mesas de madera.,11000,"4,0",10-20€,,"Txakur Kalea, 2, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['10:00–24:00'], 'jueves': ['10:00–24:00'], 'viernes': ['10:00–24:00'], 'sábado': ['10:00–1:00'], 'domingo': ['10:00–1:00'], 'lunes': ['10:00–24:00'], 'martes': ['10:00–24:00']}",,"['Estoy picoteando algo y bien. Muy buenas las croquetas y las altas. Se nos ha hecho tarde para comer ya pasadas las 16:00 nos atendido muy bien. Variedad de raciones, pintxos y fritos. R…Más', 'Siempre que voy a Bilbao visito este sitio un par de veces.\nLa comida es de muy buena calidad y el vermut que preparan ellos está muy rico.…Más', 'Muy buen lugar si estás por el casco viejo , los pintxos estaban increíble y la recomendación del vino muy buena .…Más']","['Xukela · Calle Perro 2 Calle perro 2 48005 Bilbao España · Página web · Mejora este perfil.', 'Xukela ... Hasta el cafe es bueno!!! La atención y la decoración del lugar hacen que te sientas en un sitio único. Sugiere modificaciones para mejorar lo que...', 'Xukela Bilbao. 791 Me gusta · 1 personas están hablando de esto · 623 personas han estado aquí. El Xukela es un punto de encuentro un lugar dónde...']"
Liquid Bilbao Café,Moderno espacio decorado con fotos de artistas y papel pintado que sirve desayunos pinchos y combinados.,146,"3,9",1-10€,,"Masustegi Kalea, 17, Ibaiondo, 48006 Bilbo, Bizkaia","{'miércoles': ['9:30–22:00'], 'jueves': ['9:30–22:00'], 'viernes': ['9:30–1:00'], 'sábado': ['12:00–1:00'], 'domingo': ['12:00–22:00'], 'lunes': ['9:30–22:00'], 'martes': ['9:30–22:00']}",944 01 91 50,[],"['Liquid Bilbao Café · Puntuaciones y opiniones · Detalles · Ubicación y contacto. Masustegi Kalea 17 48006 Bilbao España.', 'Liquid Bilbao Café es un establecimiento ubicado en Masustegi Kalea 17 en pleno corazón de Bilbao. Ofrece una variedad de servicios que van desde...', 'Programación y agenda de Liquid Bilbao Café Lounge uno de los puntos de interés y lugares recomendados para ver y visitar al viajar a Bilbao  Bizkaia.']"
Bar SantaMaría,,14000,"4,6",1-10€,Tiene terraza· No se aceptan reservas,"Andra Maria Kalea, 18, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['8:30–23:00'], 'jueves': ['8:30–23:00'], 'viernes': ['8:30–24:00'], 'sábado': ['11:00–24:00'], 'domingo': ['12:00–16:00'], 'lunes': ['8:30–23:00'], 'martes': ['8:30–23:00']}",,"['Nos había recomendado el sitio , nuestra hija. Hemos probado varios tipos de pinchos, cada uno más bueno que el otro. El servicio y la atención de las…Más', 'Lo vimos de casualidad. Y cada vez que vayamos a Bilbao lo vamos a tener como parada obligatoria, se lo recomiendo a todo el mundo. Tapas a la brasa y variadas.…Más', 'Un espectáculo desde que entras hasta que sales. Ambiente con bullicio pero es que no es para menos, todo el mundo quiere estar allí. Los empleados súper…Más']","['228 opiniones#35 de 987 restaurantes en Bilbao€€ - €€€BarMediterráneaEuropea. Calle Santa Maria 18 48005 Bilbao España +34 944 15 05 34 Página web. Abierto...', 'Excelente bar de tapas las mejores de Bilbao. Gemma muy profesional da gusto verla trabajar súper eficiente. Más comentarios en Google.', 'Descubre el bar Santa María donde comer pinchos elaborados al momento en el Casco Viejo de Bilbao.']"
