title,description,n_reviews,stars_avg,price_range,facilities,street,opening_hours,phone_number,featured_reviews,extra_content
RapidPollo,,153,"3,7",10-20€,Tiene terraza· Hay menú infantil,"Agirre Lehendakariaren Etorb., 87, Deusto, 48015 Bilbo, Bizkaia","{'sábado': ['11:00–21:00'], 'domingo': ['11:00–21:00'], 'lunes': ['11:30–16:00', '18:00–21:00'], 'martes': ['11:30–16:00', '18:00–21:00'], 'miércoles': ['11:30–16:00', '18:00–21:00'], 'jueves': ['11:00–16:00', '18:00–21:00'], 'viernes': ['11:00–21:00']}",944 21 10 42,"['Han cambiado de pollos rallye a rapid pollo. El pollo crudo que te lo encuentras ya en bandeja según entras. No lo puedes ver. La sorpresa es llegar a casa,…Más', 'Pollo sin sabor, soso y cocido, la salsa es pura agua, no sabe a nada de nada, el peor pollo que he comido.…Más', 'Buena atención y su pollo,costilla,codillo,croquetas,ensaladilla muy…Más']","['9 ene 2024 — RapidPollo n.º 14 entre las barbacoas de Bilbao: 154 opiniones y 5 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.', 'Consigue las mejores ofertas para RapidPollo en Bilbao y conoce la nota y posición en el ranking de GastroRanking.', 'La carta actualizada de RapidPollo restaurante. Precios y opiniones de los clientes sobre sus platos.']"
Bar Chamonix,,104,"4,0",€,Sirve buenos cócteles· Se sirve comida en el bar,"Agirre Lehendakariaren Etorb., 25, Deusto, 48014 Bilbo, Bizkaia","{'sábado': ['7:00–1:00'], 'domingo': ['7:00–1:00'], 'lunes': ['7:00–24:00'], 'martes': ['7:00–24:00'], 'miércoles': ['7:00–24:00'], 'jueves': ['7:00–24:00'], 'viernes': ['7:00–24:00']}",944 75 52 22,"['Buen sitio buen personal, muy atentos y pr3cios baratos y buenos pinchos', 'Calidad-precio excelente, así como un trato inmejorable.…Más', 'Estaba cambiando en la máquina monedas de un premio, pasa un chaval, se me lleva diez euros y se marcha, y no hicieron nada, que estuviese tranquilo, que no soy el primero que le…Más']","['Desayunos y pintxos superiores. Trato y precios sin rival. Si quieres empezar el día con energía el Salón de Juego Chamonix es tu lugar.', '8 ene 2024 — Chamonix n.º 227 entre los cafés de Bilbao: 105 opiniones y 7 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.', '13 sept 2023 — Ver Chamonix en Bilbao AVENIDA AGUIRRE LEHENDAKARI 25 en Cylex y encuentre ☎ 944 48 40... datos de contacto ⌚ horario de apertura.']"
Bar Etxarte,,27,"4,8",1-10€,Se sirve comida en el bar,"Benidorm Kalea, 1, Deusto, 48015 Bilbo, Bizkaia","{'sábado': ['6:30–15:30'], 'domingo': ['Cerrado'], 'lunes': ['6:30–22:00'], 'martes': ['6:30–22:00'], 'miércoles': ['6:30–22:00'], 'jueves': ['6:30–22:00'], 'viernes': ['6:30–23:30']}",,"['Un sitio que descubrí hace poquito ,pero me encanta café y pinchos muy ricos y la chica majísima…Más', 'Ana es una de las mejores hosteleras que conozco. Siempre hay un buen ambiente en su local, familiar, divertido y para todas las edades y los gustos.…Más', 'Lugar con buenos pintxos. La tortilla exquisita, poco hecha. Y la chica es muy amable. Terraza amplia y no concurrida.…Más']","['16 ene 2024 — Bar Etxarte n.º 632 entre los pubs y bares de Bilbao: 30 opiniones y 18 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.', 'Explora Bilbao con RUTAS bilbaoDendak. Descubre con nuestras rutas guiadas a través del comercio un Bilbao que no conocías.', 'Especialidad: Pintxos variados fríos o calientes y combinados. Ofrecemos: Batidos naturales y cócteles. Indispensable: Catar uno de nuestros pintxos. Conocido...']"
Restaurante Japonés - SUSHI ARTIST BIDARTE,,30,"3,7",€€,,"Madariaga Etorbidea, 29, Deusto, 48014 Bilbo, Bizkaia","{'sábado': ['11:00–16:00', '18:00–22:00'], 'domingo': ['11:00–16:00'], 'lunes': ['11:00–16:00', '18:00–22:00'], 'martes': ['11:00–16:00', '18:00–22:00'], 'miércoles': ['11:00–16:00', '18:00–22:00'], 'jueves': ['11:00–16:00', '18:00–22:00'], 'viernes': ['11:00–16:00', '18:00–22:00']}",944 07 15 70,"['Hago un pedido el dia anterior para las 15:40 y me mandan un mensaje 15 min antes que se me cancela el pedido. Como puede ser eso? El chico de la tienda no…Más', 'Me encantan estos restaurantes porque tienen una relación calidad precio muy buena. El chico que me ha atendido ha sido amable y eficiente y eso siempre se agradece. Reco…Más', 'Fui a recoger un pack a través de Too good to go y estaba todo riquísimo y fresco, además me dieron palillos y salsa de soja para acompañarlo lo que es de agradecer. Totalmente recomendable.']","['Disfruta una nueva manera de entender el sushi la mejor calidad de una manera innovadora única y cercana. Delivery Bilbao Madrid y Málaga.', 'En Sushi Artist llevamos más de 10 años acercando lo mejor de la cocina japonesa a Bilbao. Ya son 4 los restaurantes de Sushi que tenemos abiertos en Bilbao...', 'Un concepto diferente en la comida japonesa llega a Huarte Sushi Artist. En su carta encontrarás desde el sabor más tradicional de sus makis sushis y nigiris...']"
Noiz Bar,,74,"4,6",€,Tiene terraza· No se aceptan reservas· Tiene juegos de mesa,"Ramón y Cajal Etorb., 24, Deusto, 48014 Bilbo, Bizkaia","{'viernes': ['18:00–3:00'], 'sábado': ['12:30–15:30', '18:00–3:00'], 'domingo': ['Cerrado'], 'lunes': ['18:00–2:00'], 'martes': ['Cerrado'], 'miércoles': ['18:00–2:00'], 'jueves': ['18:00–2:00']}",,"['Camarero un crack muy majo, rápido y atento…Más', 'Fui a este bar a tomar algo. Te ponen una tapa con tu consumición (pintxopote) que consiste en un cuenco lleno de palomitas y te lo rellenan las veces que…Más', 'Me gusta este bar mucho, y el camarero es majísimo! Ambiente SUPER!!!']","['Bar Noiz Bilbao Spain. 332 likes · 1 talking about this · 7 were here. Coffee shop.', 'Noiz Taberna es algo más que un bar donde pasas a tomar algo. Es mucho más. Tienen un café a la crema que es famoso en todo Deusto deliciosos pintxos y...', 'Bar Noiz · Testimonios · Galería · Contactar. Contacto. Llamar ahora. 944 02 66 96. Dirección.']"
Bar Plaza Euskadi,,125,"4,3",1-10€,Tiene terraza,"Euskadi Pl., 3, Abando, 48009 Bilbao, Biscay","{'sábado': ['11:00–23:00'], 'domingo': ['Cerrado'], 'lunes': ['8:00–22:00'], 'martes': ['8:00–22:00'], 'miércoles': ['8:00–22:00'], 'jueves': ['8:00–22:00'], 'viernes': ['8:00–23:00']}",944 36 01 71,"['Excelentes pinchos , a resaltar el café . Terraza muy agradable . Sitio de descanso entre museos y el Parque de Doña Casilda .…Más', 'Los pinchos muy buenos, pero el personal deja mucho que desear. Muy agobiados por los clientes (que éramos 6) y encima uno hablando por teléfono. Cuando le digo ……Más', 'Estupenda atención por parte de la camarera (Adri), hacía tiempo que no nos tomábamos un destornillador tan bueno. Simpatía y buen hacer, recomendable. Con buen tiempo se está de …Más']","['PLAZA ABANDO; Plaza Circular 2; 48001 Bilbao; 946 138 923. PLAZA EUSKADI; Plaza Euskadi 3; 48009 Bilbao; 944 360 171. PLAZA GRAN VÍA; Gran Vía 81; 48011 Bilbao...', '56 opinionesN.º 24 de 69 bares y pubs en Bilbao€BarCaféEspañola. Plaza Euskadi 3 48001 Bilbao España +34 944 36 01 71 Página web Añadir horariosMejora este...', 'El entorno de la Plaza de Euskadi es un entorno de eidficios modernos de diseño y locales de hostelería vanguardistas pero el tráfico que hay cuando estás en...']"
Bar toki-ona,,1,"3,0",,Se sirve comida en el bar,"Orixe Kalea, 11, Deusto, 48015 Bilbo, Bizkaia","{'sábado': ['10:00–22:30'], 'domingo': ['10:00–22:30'], 'lunes': ['9:00–22:00'], 'martes': ['10:00–22:30'], 'miércoles': ['10:00–22:30'], 'jueves': ['10:00–22:30'], 'viernes': ['10:00–22:30']}",,['Bien'],"['Taberna Toki Ona Bilbao: Consulta 26 opiniones sobre Taberna Toki Ona con puntuación 25 de 5 y clasificado en Tripadvisor N.°1.059 de 1.234 restaurantes...', 'Exceptional food all exquisite homemade food. The knuckle and sangria are the best we have ever tasted. Homemade desserts specifically the flan is incredible.', 'El viernes es un gran día para cenar fuera de casa ¿no crees? C/ Blas de Otero 23 Deusto Bilbao C/ Mala Estrata 4 Bilbao. \U000f0925 · \U000f0926 · \U000f0927.']"
Hamburguesería Munich,,796,"4,6",10-20€,Tiene terraza· No se aceptan reservas· Se admiten perros,"Madariaga Etorbidea, 3, Deusto, 48014 Bilbo, Bizkaia","{'viernes': ['13:00–16:00', '19:00–0:30'], 'sábado': ['13:00–16:00', '19:00–0:30'], 'domingo': ['13:00–16:00', '19:00–23:30'], 'lunes': ['13:00–16:00', '19:00–23:30'], 'martes': ['13:00–16:00', '19:00–23:30'], 'miércoles': ['13:00–16:00', '19:00–23:30'], 'jueves': ['13:00–16:00', '19:00–23:30']}",944 76 24 90,"['Hamburguesas caseras e increíbles, la carne de muy buena calidad y mahonesa casera. Tienen todo tipo de salsas a disposición.…Más', 'Hacía tiempo que no venía, porque vivo en el Sur, y la verdad que está más rica de lo que recordaba, el trato es genial, el bar, el ambiente, la música, la rapidez y la calidad es de 11, l…Más', 'La conozco desde que abrieron y puedo decir que el nivel se mantiene igual o mejor. Buena calidad, buen ambiente y buena musica. Te lo hacen todo muy fácil y…Más']","['El restaurante Hamburgueseria Munich está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 4...', 'Hamburgueseria Munich - Deusto · Página · Restaurante de comida rápida · +34 944 76 24 90 · Calificación · 47 271 opiniones · Publicación fijada.', 'Hamburgueseria con estilo desde 1981. L - D 13:00/16:00 y 19:00/00:00 *Pedidos para llevar: ☎️ 944 762 490 · Av.Madariaga N°3 Bilbao Spain 48014.']"
Crazy Horse,,11000,"4,2",10-20€,Tiene terraza· Sirve buenos cócteles· Tiene música en directo,"Unibertsitate Etorb., 5, 48014 Bilbo, Bizkaia","{'viernes': ['12:00–2:00'], 'sábado': ['12:00–2:00'], 'domingo': ['12:00–24:00'], 'lunes': ['12:00–24:00'], 'martes': ['12:00–24:00'], 'miércoles': ['12:00–24:00'], 'jueves': ['12:00–24:00']}",944 45 46 15,"['Un sitio súper recomendado, porque aunque era la primera vez que iba en compañía de mi hijo y mi pareja me sorprendió para bien, un ambiente agradable, para…Más', 'Las hamburguesas y los sandwiches son enormes, si pides algo para picar pueden comer 2 y hasta 3 personas. Fuimos 8 personas y la verdad que la comida estuvo muy buena y …Más', '¡Una muy buena atención! la comida de alta calidad. Pedimos una enorme hamburguesa y unos nachos, para 2 personas. Nos salvó la comida. el precio muy competitivo. totalmente …Más']","['Crazy Horse · info@crazyhorse.rocks · +34 944 45 46 15...', 'Horario de comidas para llevar o tomar en la terraza o en el local. Lunes a Jueves 13:00 a 16:00 y de 19:00 a 23:00 horas. Cenas de Viernes y Sábado de 19:00 a...', 'Crazy Horse · Avenida de Las Universidades 5 48007 Bilbao España · Página web · Mejora este perfil.']"
Ariltze Berria,,30,"4,5",€,No se aceptan reservas,"Madariaga Etorbidea, 19, Deusto, 48014 Bilbo, Bizkaia","{'sábado': ['9:00–1:00'], 'domingo': ['Cerrado'], 'lunes': ['6:30–23:30'], 'martes': ['6:30–23:30'], 'miércoles': ['6:30–23:30'], 'jueves': ['6:30–23:30'], 'viernes': ['6:30–23:30']}",605 73 89 04,"['Pintxos ricos, gildas deliciosas y recomiendo probar el vermouth preparado con cariño. Es una gozada ver como lo preparan y disfrutarlo después !!…Más', 'Muy bueno el sevicio, los pintxos de mucha califad, innovación, muy buen ambiente.\nMerece la pena.…Más', 'Trato de familia y los pintxos espectaculares variedad y calidad .Muy recomendable…Más']","['Ariltze Berria · Page · Bar · +34 605 73 89 04 · Not yet rated 3 Reviews.', '10 feb 2024 — Aquí te van a ofrecer unos pintxos singulares. Su servicio siempre es profesional tenlo en cuenta. Ven aquí si buscas un delicado ambiente.', 'Ariltze Berria · Página · Bar · +34 605 73 89 04 · Todavía sin calificar 3 opiniones.']"
Café Bar Tartalo,,4,"5,0",,,"C. Jon Arrospide Kalea, 17, Deusto, 48014 Bilbao, Biscay",{},,"['Las mejores tortillas de Deusto sin duda!!', 'Buena barra de pintxos y buenas tortillas!!', 'Buen café y buen servicio.']","['28 ene 2024 — Café Bar Tartalo n.º 889 entre los cafés de Bilbao: 4 opiniones. Localízalo en el mapa y llama para reservar mesa.', 'CAFE BAR TARTALO en BILBAO Músico Sarasate 7 48014 BILBAO.', 'Café Bar Tartalo arrios San Pedro de Deusto-La Ribera Deusto: fotos ubicación y datos de contacto horario y ✉ 3 opiniones de visitantes en Nicelocal.es...']"
"Restaurante ""Txakoli Berriz""",,1000,"4,2",,Tiene terraza· Sirve buenos cócteles· Ideal para ver deportes,"Camino de Bérriz, 103/, Enekuri-Artxanda Errepidea, 7, 48015 Bilbao, Biscay","{'sábado': ['12:00–20:00'], 'domingo': ['12:00–20:00'], 'lunes': ['Cerrado'], 'martes': ['11:00–20:00'], 'miércoles': ['11:00–20:00'], 'jueves': ['11:00–20:00'], 'viernes': ['11:00–20:00']}",944 75 52 09,"['Hemos comido increíble, absolutamente todo estaba riquísimo, la atención inmejorable, sobre todo nuestro camarero Pol, desde aquí decir que un gran profesional, toda la plantilla no…Más', 'Comimos unas rabas (que estaban aceptables), unas almejas en salsa verde (que estaban impresionantes)y un txuletón (que sin más). No sé si fue más la piedra o…Más', 'Un zurito y un rueda, me pidió 4,30 le dije que me diera el tiquet,( por que me pareció caro) y me cobró una txakoli y un zurito,( se lo comento, y me…Más']","['Restaurante Asador Txakoli Berriz. Campa Berriz 103. Carrtera Enekuri-Artxanda Km.7. 48015 Bilbao BIZKAIA. A 1.5 km del Museo Guggenheim de Bilbao. Para...', 'TXAKOLI BERRIZ Bilbao - Fotos Número de Teléfono y Restaurante Opiniones - Tripadvisor. Bilbao · Provincia de Vizcaya · País Vasco · España · Europa. Bilbao.', 'Txakoli Berriz Bilbao: Consulta 165 opiniones sobre Txakoli Berriz con puntuación 4 de 5 y clasificado en Tripadvisor N.°400 de 1.413 restaurantes en...']"
Ristorante Casa Milano,,187,"4,7",20-30€,Tiene terraza· Se sirven platos vegetarianos· Sillas altas disponibles,"Heliodoro de la Torre Kalea, 2, Deusto, 48014 Bilbo, Bizkaia","{'sábado': ['13:30–16:00', '20:30–23:00'], 'domingo': ['13:30–16:00', '20:30–22:00'], 'lunes': ['Cerrado'], 'martes': ['Cerrado'], 'miércoles': ['13:30–16:00', '20:30–22:00'], 'jueves': ['13:30–16:00', '20:30–22:00'], 'viernes': ['13:30–16:00', '20:30–23:00', 'Actualizado por esta empresa hace 4 semanas']}",946 46 44 71,"['Restaurante acogedor, excelente servicio y atención. Un Italiano de verdad en Bilbao. La comida espectacular, tal y como esperaba. El postre, el tiramisu, juega en otra liga.…Más', 'Un local pequeño pero acogedor. Reservamos 2 para comer y tomamos un vino y una Coca Cola ecológica que tenían en carta antes de pedir, sabía sorprendentemente…Más', 'La mejor pizza que he probado hasta el día de hoy(mortadela y pistacho). Un italiano auténtico. La pasta carbonara es una explosión de sabores. Camarero muy muy amable.…Más']","['Bienvenidos a casa Milano una pequeña Italia en el corazón de Deusto en Bilbao. Hemos querido traer los platos y las recetas de nuestra tradición y...', 'Sí el restaurante Casa Milano ofrece servicio de entrega a domicilio. CASA MILANO Bilbao - Fotos Número de Teléfono y Restaurante Opiniones - Tripadvisor.', 'Reservas Acepta tarjetas de crédito Entrega a domicilio Comida para llevar Asientos al aire libre Estacionamiento en la calle Estacionamiento para...']"
La Kedada Bilbao,Bar restaurante de un hotel moderno y de paredes blancas que sirve pinchos españoles repostería y cócteles.,54,"4,0",,Tiene terraza· Tiene comedor privado· Tiene Wi-Fi,"Rodríguez Arias K., 66, Bajo, Abando, 48013 Bilbao, Biscay","{'sábado': ['19:00–23:00'], 'domingo': ['19:00–23:00'], 'lunes': ['19:00–23:00'], 'martes': ['19:00–23:00'], 'miércoles': ['19:00–23:00'], 'jueves': ['19:00–23:00'], 'viernes': ['19:00–23:00']}",944 41 31 00,"['La comida esta rica lo que pasa que algunos platos no se corresponden con la carta(pone focaccia pollo bacon queso y tiene aceitunas negras x ejemplo,pedí…Más', 'Es la bar del hotel. Es un local muy agradable, los camareros muy profesionales y atentos. El café lo hacen muy rico y los pintxos están bien. Para mi es un sitio perfectos para quedar con clientes.', 'Buen ambiente y buen local, almorzamos y desayunamos, pero es flojito como cafetería de un hotel de 3* y caro para el producto que ofrece.…Más']","['El restaurante Bar Restaurante La Kedada está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/...', 'Bar y restaurante de vanguardia con ubicación privilegiada en el centro de Bilbao. #lakedada #ilunionbilbao · Photo by La Kedada Bilbao on December 22 2021.', 'La Kedada Bilbao Bilbao. 387 Me gusta · 34 personas han estado aquí. LAKEDADA  cocina de vanguardia con una ubicación privilegiada en el centro de...']"
"Bar ""Santa Fe""",,16,"4,8",,Tiene terraza· Se sirve comida en el bar,"Blas de Otero Kalea, 45, Deusto, 48014 Bilbo, Bizkaia",{},,"['El camarero de la tarde es un poco cutre, pero se le ve que tiene ganas de fiesta. Hubo unas chicas estranheras y les atendía en Inglés y Francés fluido, lo que…Más', 'Muy buena atención, la oreja y las cortezas riquísimas.', 'Ismael un profesional de primera y mejor persona. Bar fenómeno.']","['Santa Fe bar tradicional en Bilbao. ... Santa Fe Bar. Información. Especialidad: Productos de cerdo cortezas y orejas. Ofrecemos: Pintxos variados.', 'RESERVAS ÚNICAMENTE POR WSP. Bv. Galvez y Dorrego. San Martin y Moreno. San Martín y Santiago del Estero Santa Fe Santa Fe 3000.', 'Es una buena opción si buscas donde cenar en santa fe. Está ubicado sobre la costa del río dentro del hotel amarras y está muy bien decorado.']"
Restaurante La Escuela Bilbao,Decoración sencilla y elegante en comedores con vistas del restaurante vasco de la escuela hostelera Artxanda.,374,"4,6",20-30€,Es obligatorio hacer una reserva· Tiene comedor privado· Sirve buenos cócteles,"Enekuri Artxanda Errepidea, 3, Deusto, 48015 Bilbo, Bizkaia",{},944 74 52 00,"['Excelente experiencia. Calidad/precio inmejorable. Un restaurante tranquilo, con vistas impresionantes y un servicio entregado y motivado que demuestra un gran…Más', 'Comida exquisita. Servicio, excelente. Relación calidad-precio perfecta. Vistas espectaculares. Un trabajo realmente profesional, de muy buen gusto.Si quieres triunfar a muy buen precio,…Más', 'Siempre q vamos salimos encantados!! La comida y presentación espectacular!!\nLa atención maravillosa!! Empezando x recepción y luego…Más']","['Restaurante de la Escuela Superior de Hostelería Bilbao Artxanda donde se mezcla tradición e innovación culinaria con un trato exquisito.', 'El restaurante Restaurante La Escuela está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio:...', 'Escuela Superior de Hostelería Bilbao. Ctra. Enekuri-Artxanda km3 48015 Bilbao - Bizkaia 944 745 200. Haz tu reserva · Política de privacidad y protección de...']"
Restaurante GOIKAR,Bacalao alubiadas y cocina vasca en un sencillo local de hamburguesas con opciones vegetarianas y terraza.,203,"3,4",10-20€,Es obligatorio hacer una reserva· Tiene terraza· Se sirven platos veganos,"Agirre Lehendakariaren Etorb., 186, A, Deusto, 48015 Bilbo, Bizkaia",{},685 75 12 61,"['El Menú vegetariano Vegano tiene 6 platos a elegir y varios postres. Para cenar puedes optar por una hamburguesa Vegana muy rica con pan recién horneado. ……Más', 'No es comida casera, son productos comprados de bote en el supermercado de la esquina. Además nos ha sorprendido la cantidad de reseñas falsas de la dueña, ……Más', 'Es un restaurante pequeño donde se nota que la comida es casera y el trato es súper cercano y amable. Yo pedí la hamburguesa vegana y el helado de canela, todo muy rico, …Más']","['Goikar te ofrece la más exquisita variedad de Española que puedes encontrar en Bilbao. Ven a visitarnos o haz tu pedido online. Verás como te sorprenderemos...', ""Bar muy viejo. Me han cobrado 1'95€ por un cortado en una taza de la posguerra. No lo recomiendo. Fecha..."", 'Ofrece una gastronomía tradicional vasca. Podrás deleitarte con riquísimos platos como sus especialidades en hamburguesa bacalao croquetas y lasaña de hongos...']"
La Txika de la Cerveza,,95,"4,8",10-20€,Se admiten perros,"Gipuzkoa Kalea, Deusto, 48014 Bilbo, Bizkaia","{'sábado': ['Cerrado'], 'domingo': ['Cerrado'], 'lunes': ['10:30–12:00'], 'martes': ['Cerrado'], 'miércoles': ['18:00–20:00'], 'jueves': ['Cerrado'], 'viernes': ['13:00–15:00', 'Actualizado por esta empresa hace 10 semanas']}",688 72 46 18,"['Llevo unos años probando diferentes tipos de cervezas. No como la gente que se dice experta en vinos. La demostración de cata de cervezas y la calidad merece mucho la pena. Muy recome…Más', 'Disfrutamos de una cata de cervezas artesanales presentadas por la artesana que las había hecho con todo su amor. El local necesita una mejora, pero el ambiente…Más', 'Fuimos a celebrar el cumpleaños de una amiga con una cata de cervezas en Bilbao.…Más']","['nuestras experiencias actualizadas con cerveza artesanal: catas maridajes cócteles y más · CATA RELATADA CON CERVEZA ARTESANAL EN BILBAO. 2000€ IVA incluido...', 'Productora nómada de cerveza artesanal en Bilbao. Servicio a bares tiendas y particulares. Catas de cerveza #brewster ✊ #livinglabirralocal.', 'La Txika de la Cerveza · Página · Vino/bebidas alcohólicas · +34 688 72 46 18 · latxikadelacerveza.es/insta · Calificación · 50 8 opiniones.']"
Cerveceria Baskian,Decoración de toda la vida cerveza de barril y tapeo español en cadena de tabernas castizas típicas.,16000,"4,0",10-20€,Tiene terraza· Tiene Wi-Fi· Hay menú infantil,"Zubiarte merkataritza-zentroa, Lehendakari Leizaola, 2, Abando, 48003 Bilbo, Bizkaia","{'sábado': ['10:00–24:00'], 'domingo': ['12:00–23:00'], 'lunes': ['10:00–23:00'], 'martes': ['10:00–23:00'], 'miércoles': ['10:00–23:00'], 'jueves': ['10:00–23:00'], 'viernes': ['10:00–24:00']}",946 75 59 17,"['Hamburguesas ricas, grandes y bien aderezadas.\nTardaron poco en servirnos los platos.…Más', 'Recomendable!!\nComida de buena calidad, fresca, cuantiosa y a buen precio.…Más', 'Comida muy rica, con un servicio por parte del personal EXCELENTE. Muy buena relación calidad precio.…Más']","['La Cerveceria Baskian en el centro Zubiarte-Bilbao ofrece cerveza de bodega y una cuidada carta que fusiona tradicion y modernidad.', 'Ubicación y contacto. Leizaola Lehendakariaren Kalea 2 Centro Comercial Zubiarte 48001 Bilbao España.', 'Cervecería Baskian · Página · Restaurante español · +34 946 75 59 17 · cerveceriabaskian.com · Publicación fijada.']"
Restaurante Toscana Etxean,,116,"4,6",10-20€,Solo se acepta efectivo· Se sirven platos vegetarianos· Tiene Wi-Fi,"Ramón y Cajal Etorb., 26, Deusto, 48014 Bilbo, Bizkaia","{'sábado': ['12:00–15:30', '19:30–23:30'], 'domingo': ['12:00–15:30', '19:30–23:30'], 'lunes': ['12:00–15:30', '19:30–23:30'], 'martes': ['Cerrado'], 'miércoles': ['19:30–23:30'], 'jueves': ['12:00–15:30', '19:30–23:30'], 'viernes': ['12:00–15:30', '19:30–23:30']}",944 75 55 55,"['¿Alguna vez has estado en una cita en la que la persona se esfuerza demasiado y se nota? Saliste con ellos porque tuviste una muy buena primera impresión.', 'Nos encantó este lugar. Tuvimos suerte con una reserva de 730 el 4 de julio y luego caminamos unas cuadras para ver los fuegos artificiales.', 'Buenas pizzas artesanas y en un moment y muy buen trato!!…Más']","['Ubicación y contacto. Avenida Ramón Y Cajal 26 48014 Bilbao España.', 'Toscana Etxean · Page · Pizza place · +34 944 75 55 55 · Rating · 4.8 28 Reviews.', '10 nov 2023 — Toscana Etxean de Bilbao es el lugar perfecto si quieres degustar platos americanos finos como hamburguesas o barbacoa en el menú también te...']"
La Karola,,1000,"4,3",1-10€,Tiene terraza· Sirve buenos cócteles· Se sirve comida en el bar,"Olabeaga Kaia, 22, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia","{'sábado': ['12:00–24:00'], 'domingo': ['12:00–24:00'], 'lunes': ['Cerrado'], 'martes': ['12:00–23:00'], 'miércoles': ['12:00–24:00'], 'jueves': ['12:00–24:00'], 'viernes': ['12:00–24:00']}",946 12 86 36,"['Local situado a orillas de la ría cerca del museo marítimo en el popular barrio bilbaino de Olabeaga, tiene terraza exterior más otra zona de mesas con bancos y ……Más', 'Un lugar recomendable para picar algo, el pulpo a la brasa excepcional. Los camareros geniales, agradables y atentos. Volveremos.', 'Muy buena comida y el servicio encantador y cercano. Fuimos en familia a comer y pedimos: Surtido de ibéricos, ensalada variada(De 10), croquetas (jamón,…Más']","['El restaurante La Karola está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 4...', 'La Karola además de la famosa grúa también es un bar que se encuentra en el barrio de Olabeaga. Este barrio es conocido con el sobrenombre de Noruega por la...', 'La Karola Berria !! Ven y pregunta por la gran oferta de vinos que disponemos de Bodegas Altún  podrás disfrutar además de la gran variedad de Vinos de...']"
Bar restaurante GABIÑA,,280,"4,6",10-20€,Tiene terraza· Ideal para ver deportes,"Poza Lizentziatuaren Kalea, 62, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia",{},946 00 55 65,"['Excelente menú. Platos de cuchara como en casa. Servicio muy bueno…Más', 'Mejor sitio de Bilbao para comer. Excelente relación calidad precio... muy recomendable…Más', 'Alucinante los sabores de la comida. Venimos desde Canarias y sin duda nos vamos muy contentos…Más']","['El restaurante Cerveceria Gabiña ofrece comida para llevar? ... Calidad/precio: 3.5. CERVECERIA GABIÑA Bilbao - Fotos Número de Teléfono y Restaurante Opiniones...', 'Cervecería Gabiña Bilbao. 15 likes · 3 talking about this. Desayunos menú del día asador de pollos cervecería.', '12/01/2024: Bar de categoría en el barrio de Castaños. Buen producto y resaltar la atención de los camareros que te hacen sentir en casa. Destacar el buen humor...']"
La Campa de los Ingleses · Taberna San Mamés,,867,"4,3",1-10€,Tiene terraza,"Estadio de San Mamés, P.º Rafael Moreno ""Pitxitxi"", s/n, Basurto-Zorroza, 48013 Bilbao, Biscay","{'sábado': ['10:00–20:00'], 'domingo': ['10:00–20:00'], 'lunes': ['9:30–20:00'], 'martes': ['9:30–20:00'], 'miércoles': ['9:30–20:00'], 'jueves': ['9:30–22:00'], 'viernes': ['9:30–22:00']}",944 39 28 08,"['La idea de restaurante es espectacular con las vistas al estadio de San mames. Pero el restaurante está descuidado, poco personal para la.afluencia,sillas con manchas, pintxos de baja cal…Más', 'Increíblemente mal. Cena de empresa, 50y tantas personas. En un principio el local estaba helado porque no podían cerrar la puerta, que finalmente cerraron y…Más', 'Llenar la barriga mientras disfruta de las mejores vistas de La Catedral, no tiene precio... 🍽️😋…Más']","['Si hay un lugar para los amantes del fútbol y del Athletic ese es el bar restaurante de San Mamés Bilbao La campa de los Ingleses.', 'Tanto el servicio como el menú de fin de semana es perfecto para una comida en fa000ia y con vistas a San Mamés no se puede pedir más Algo a mejorar en...', 'Local moderno que combina la tradición de los bares típicos de Bilbao junto con toque vanguardista de calidad que San Mames se merece. Dispone de menús diarios...']"
