title,description,n_reviews,stars_avg,price_range,extra_features,street,opening_hours,phone_number,reviews,extra_content
Restaurante Atseden,,599,"3,7",10-20€,,"Ledesma Musikariaren Kalea, 5, Abando, 48001 Bilbo, Bizkaia","{'miércoles': ['9:00–1:00'], 'jueves': ['9:00–1:00'], 'viernes': ['9:00–2:00'], 'sábado': ['11:00–3:00'], 'domingo': ['11:30–20:00'], 'lunes': ['9:00–1:00'], 'martes': ['9:00–1:00']}",,"['Es increíble que en un lugar de toda la vida en plena calle Ledesma en el centro de Bilbao, tengan tan poco detalle en tener el local bien conservado. Tanto los…Más', 'Pedazo comida que nos metimos mi mujer y yo..... Ensalada mixta de calidad Rabas frescas exquisitas Como plato fuerte una chuleta terrible, la ponen con una ……Más', 'Bar/restaurante de pintxo en pleno Bilbao.…Más']","['Ver más. Dirección. Ledesma 5. 48001 - Bilbao. Teléfono. 944 71 85 71. Horario. Lun - Jueves: 9:00 - 1:00. Viernes: 9:00 - 2:00. Sábado: 11:00 - 3:00. Domingo...', 'Restaurante Atseden en Bilbao. ... 11.90 €. I.V.A incluido. Dirección. Ledesma 5. 48001 - Bilbao. Teléfono. 944 71 85 71. Horario. Lun - Jueves: 9:00 - 1:00.', 'El restaurante Atseden está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 3; Calidad/precio: 3...']"
CAFETERIA EL RINCON DE ALZOLA,,10,"4,9",,,"Pablo de Alzola Kalea, 31, Basurtu-Zorrotza, 48012 Bilbo, Bizkaia","{'miércoles': ['9:00–22:30'], 'jueves': ['9:00–22:30'], 'viernes': ['9:00–23:30'], 'sábado': ['Cerrado'], 'domingo': ['10:00–17:00'], 'lunes': ['9:00–22:30'], 'martes': ['9:00–22:30']}",688 71 91 78,"['El camarero es muy amable y tiene todo muy limpio ,perfecto para tomar algo relajado con buen servicio en una zona tranquila.', 'Camarero muy simpático. Tortilla de patata muy jugosa merece la pena', 'Los pintxos riquisimos, y el trato inmejorable']","['El rincon de alzola. 14 Me gusta. Pablo alzola numero 31 bar la via el rincon alzola Bilbao alzola.', '6 ene 2024 — CAFETERIA EL RINCON DE ALZOLA n.º 32 entre las cafeterías de Bilbao: 10 opiniones y 1 foto detallada. Localízalo en el mapa y llama para...', 'N.º 32 de 578 cafeterías en Bilbao. Subir menú. Platos de CAFETERIA EL RINCON DE ALZOLA. Características de los restaurantes. comida para llevar un brunch...']"
Beher Bilbao | Tienda y Restaurante de Productos Ibéricos,,570,"4,2",€€,,"Portuko Markesaren Kalea, 11, Abando, 48008 Bilbo, Bizkaia","{'miércoles': ['11:00–22:30'], 'jueves': ['11:00–22:30'], 'viernes': ['11:00–23:30'], 'sábado': ['12:30–23:30'], 'domingo': ['12:30–16:30'], 'lunes': ['11:00–22:30'], 'martes': ['11:00–22:30', 'Actualizado por esta empresa hace 9 semanas']}",,"['Comida espectacular, con la especialidad en Ibéricos, a muy buen precio, en un ambiente inmejorable. Reseñable la buena cava de vinos!…Más', 'Mal mal servicio llevado por personas poco formadas, es una lástima que hoy en día se esté perdiendo la profesionalidad en la restauración, y hay gente dando…Más', 'La comida está muy rica hasta que te traen el CERDO 🐖 CRUDO. ¡CRUDO! ¡¡¡Señores, el cerdo, al igual que el resto de carne que no sea ternera, NO se puede comer…Más']","['Este menú degustación de productos ibéricos es ideal para aquellos que quieran probar una variedad de platos y disfrutar de una experiencia gastronómica...', 'BEHER BILBAO - Fotos Número de Teléfono y Restaurante Opiniones - Tripadvisor. Bilbao; Provincia de Vizcaya; País Vasco; España; Europa. Bilbao. Turismo en...', 'Nuestra tienda-restaurante de Bilbao ofrece los mejores productos ibéricos. destacado-portada. Un espacio dedicado a la alta gastronomía del ibérico.']"
Restaurante Viejo Zortzi,Cocina vasca con sello del chef en una elegante taberna con ladrillo visto y tienda de vinos.,616,"4,4",,,,"{'miércoles': ['13:00–23:00'], 'jueves': ['13:00–23:00'], 'viernes': ['13:00–23:00'], 'sábado': ['13:00–23:00'], 'domingo': ['Cerrado'], 'lunes': ['13:00–23:00'], 'martes': ['13:00–23:00']}",,"['Hemos pedido un besugo que estaba buenísimo. Nos avisaron muy pronto de que lo tenían hecho y encima nos recomendaron como comerlo en buena temperatura. Sin duda si qui…Más', 'Me invito un amigo a su restaurante favorito de Bilbao, o sea ya iba con altas expectativas. Excelente el Rodaballo. El mejor pescado que he comido en mi vida. Espectaculares l…Más', 'Excelente calidad en productos.\nBuen maridaje con vinos y champagnes.\nAtención especial a los productos de temporada.…Más']","['También podrás disfrutar en nuestra barra de un lugar único en Bilbao para tomar tapas elaboradas al momento y la posibilidad de degustar de una gran selección...', 'Sitio tradicional muy buena comida típica vasca. Buen pescado y gran selección de vinos. Un restaurante para disfrutar en todos los sentidos. Personal amable y...', 'El Restaurante El Viejo Zortzi está situado en el barrio de Indautxu en Bilbao. Por eso recuerda una vieja taberna refinada y acogedora decorada con piezas...']"
Taberna lagunok,,14,"4,4",,,"Camilo Villabaso Kalea, 33, Errekalde, 48002 Bilbo, Bizkaia",{},,"['Perfecto para comer como en casa, comida casera, bien preparada y raciones generosas.…Más', 'siempre bien, llevo muchos años yendo a desayunar.', 'Muy buena relación calidad precio,atención muy buena tambien']","['TABRNA LAGUNOK. Compartir. T. TABRNA LAGUNOK. Bares Calle Ca000o Villabaso 33 48002 Rekalde / Errekalde Bilbao Vizcaya. Abierto. Ver teléfono.', 'Consigue las mejores ofertas para Taberna lagunok en Bilbao y conoce la nota y posición en el ranking de GastroRanking.', 'Taberna lagunok n.º 470 entre los restaurantes de Bilbao: 14 opiniones y 2 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.']"
Bar Plaza Euskadi,,125,"4,3",1-10€,,"Euskadi Pl., 3, Abando, 48009 Bilbao, Biscay","{'miércoles': ['8:00–22:00'], 'jueves': ['8:00–22:00'], 'viernes': ['8:00–23:00'], 'sábado': ['11:00–23:00'], 'domingo': ['Cerrado'], 'lunes': ['8:00–22:00'], 'martes': ['8:00–22:00']}",,"['Excelentes pinchos , a resaltar el café . Terraza muy agradable . Sitio de descanso entre museos y el Parque de Doña Casilda .…Más', 'Estupenda atención por parte de la camarera (Adri), hacía tiempo que no nos tomábamos un destornillador tan bueno. Simpatía y buen hacer, recomendable. Con buen tiempo se está de …Más', 'Hace un tiempo este bar tenia todo muy bueno, hoy después de dos años volví y la calidad bajo un montón. Pedí un pintxo de tortilla de jamón y queso, y me…Más']","['Disfruta de la mejor selección de pintxos en Bilbao junto a una cremosa cerveza bien tirada en uno de los lugares de encuentro de referencia en la capital.', '56 opinionesN.º 24 de 69 bares y pubs en Bilbao€BarCaféEspañola. Plaza Euskadi 3 48001 Bilbao España +34 944 36 01 71 Página web Añadir horariosMejora este...', 'El entorno de la Plaza de Euskadi es un entorno de eidficios modernos de diseño y locales de hostelería vanguardistas pero el tráfico que hay cuando estás en...']"
Alirón,,550,"4,1",1-10€,,"Luis Briñas K., 23, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia","{'miércoles': ['7:00–23:00'], 'jueves': ['7:00–23:00'], 'viernes': ['7:00–23:00'], 'sábado': ['7:00–16:00'], 'domingo': ['9:00–16:00'], 'lunes': ['7:00–23:00'], 'martes': ['7:00–23:00']}",,"['El pincho de tortilla el mejor que probé en Bilbao y San Sebastián, es de bonito normal el de jamón bueno, el de huevo y chorizo también estaba de locos, toda ……Más', 'Estaba buscando un local por esa zona y la verdad es que gustó bastante, están especializados en pintxos, tienen variedad en barra. Lo que destaca muy ……Más', 'Vine aqui para desayunar pronto a la mañana y es el mejor desayuno que puedo tener; un cafe con un bollo caliente, con un sabor increiblemente bueno. En cuanto…Más']","['Alirón es una expresión utilizada para manifestar de manera eufórica un objetivo conseguido especialmente en el terreno deportivo.', 'El grito de “Alirón” tiene su origen en la explotación de mineral de hierro en los montes de Triano. La buena ley metálica del mineral extraido era confirmada...', ""Es el grito de guerra de los bilbaínos el que más suena cuando el Athletic Club gana un título. Se dice que la palabra 'Alirón' proviene del inglés 'All...""]"
Cork,,411,"4,6",10-20€,,"Poza Lizentziatuaren Kalea, 45, Abando, 48011 Bilbo, Bizkaia","{'miércoles': ['12:00–15:30', '18:00–22:30'], 'jueves': ['12:00–15:30', '18:00–22:30'], 'viernes': ['18:00–22:30'], 'sábado': ['18:00–22:30'], 'domingo': ['Cerrado'], 'lunes': ['12:00–15:30', '18:00–22:30'], 'martes': ['12:00–15:30', '18:00–22:30', 'Actualizado por teléfono hace 5 semanas']}",,"['Contrariados con el desagradable e incomprensible trato, después de una larguísima espera por nuestro pedido un simple plato de ""revuelto de hongos"", nos traen…Más', 'Excelentes pinchos y gran variedad de vinos. Disfrutamos muchísimo de probar vinos de pequeños productores y zonas variadas. Totalmente recomendable si te gusta probar…Más', 'Penoso servicio. He estado 20 minutos. Yo por mi discapacidad no entro en bares donde no pueda sentarme. He acudido con mi hija de 10 años. Había 2 sillas…Más']","['Sobre nosotros… Situada en el número 45 de Licenciado Poza en Bilbao CORK es el WINE bar de referencia de la Villa para los amantes del vino.', 'El restaurante Cork está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 5; Calidad/precio: 4.5; Atmósfera: 4.5...', 'Bar - 3274 Followers 332 Following 189 Posts - See Instagram photos and videos from CORK de vinos por Bilbao @corkbilbao']"
El Puertito,,936,"4,3",10-20€,,"Ledesma Musikariaren Kalea, Abando, 48001 Bilbo, Bizkaia","{'miércoles': ['11:30–22:00'], 'jueves': ['11:30–22:00'], 'viernes': ['11:30–23:00'], 'sábado': ['11:30–23:00'], 'domingo': ['11:30–16:00'], 'lunes': ['11:30–22:00'], 'martes': ['11:30–22:00']}",,"['NI SE OS OCURRA VENIR. He sufrido una INTOXICACIÓN ALIMENTARIA. He mirado en los comentarios del local y hubo otra persona no hace mucho que ha sufrido lo…Más', 'Bar especializado en ostras con variedad y calidad. Súper frescas y riquísimas. Además la atención es muy buena y el ambiente del local también. Muy recomendable…Más', 'Siempre hay muy buen ambiente en este local. Las ostras están exquisitas y se presentan de una forma adecuada, elegante y apetecible. Buen, rápido y amable servicio.…Más']","['Somos especialistas en catering de ostras para eventos desde 2013. Pide presupuesto sin compromiso. Bilbao. C/ García Rivero 9 944 026 254 Contacto Mail...', 'El restaurante El Puertito está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4...', 'Es un buen sitio para comer ostras en Bilbao. Las tienen de muchas clases y el vino blanco también muy rico . Es pequeñito y tiene terraza . Si te gustan las...']"
La Terraza del Domine | Bilbao,,73,"4,5",10-20€,,"Mazarredo Zumarkalea, 61, Abando, 48009 Bilbo, Bizkaia","{'miércoles': ['7:00–11:00', '16:00–22:00'], 'jueves': ['7:00–11:00', '16:00–22:00'], 'viernes': ['7:00–11:00', '16:00–22:00'], 'sábado': ['7:00–11:00', '16:00–22:00'], 'domingo': ['7:00–11:00', '16:00–22:00'], 'lunes': ['7:00–11:00', '16:00–22:00'], 'martes': ['7:00–11:00', '16:00–22:00', 'Actualizado por esta empresa hace 5 semanas']}",,"['Hasta las 11:00 am ofrecen desayunos en la terraza del hotel por 32 euros persona. Las vistas son espectaculares. El desayuno está muy bueno, especialmente las…Más', 'Aunque los precios son bastante caros creo que merece la pena ir al menos a tomarse un café, ya que las vistas son probablemente de lo mejorcito de Bilbao.…Más', 'Lugar con unas vistas espectaculares. Personal muy profesional y atento, nuestra camarera Mónica un encanto. La comida exquisita.…Más']","['“La Terraza” de Bilbao un imprescindible. El lugar de moda para disfrutar de un desayuno brunch o copas con impresionantes vistas panorámicas de 180º de...', 'Todos los días de 07:00h a 11:00h. Es necesario reservar. Este bono de regalo debe presentarse a la llegada al hotel.', 'La Terraza está abierta todas las tardes a partir de las 16:00h para disfrutar de copas y picoteo con las mejores vistas panorámicas del museo Guggenheim y la...']"
Cafe Bar Las Torres,Desayunos pinchos comida rápida y copas en un acogedor salón vintage con barra de madera y suelo de mosaico.,845,"4,3",1-10€,,"Simón Bolívar Kalea, 27, Abando, 48013 Bilbo, Bizkaia","{'miércoles': ['8:00–22:30'], 'jueves': ['8:00–23:00'], 'viernes': ['8:00–24:00'], 'sábado': ['9:00–24:00'], 'domingo': ['Cerrado'], 'lunes': ['8:00–22:30'], 'martes': ['8:00–22:30']}",944 41 89 82,"['Este restaurante bar es simplemente excepcional. Ofrecen una amplia variedad de platos, desde hamburguesas hasta bocadillos y sandwiches, pero lo que realmente…Más', 'Muy serviciales y atentos. La relación calidad precio muy buena. Cocina tradicional pero bien preparada.…Más', 'Nos atendió un chico que se llama Alberto. Más majo no puede ser. Buen producto. Y buen servicio. Recomendable para los de Bilbao y turistas.....…Más']","['Disfruta de nuestras famosas tortillas y hamburguesas. Especialidad en pinchos fritos raciones ensaladas sandwiches y bocadillos. También para llevar.', 'Cafe Bar Las Torres · Puntuaciones y opiniones · Detalles · Ubicación y contacto. Calle de Simon Bolivar 27 Bilbao España.', 'Es un bar súper acogedor con una barra muy completa y pintxos galardonados con diferentes premios. A destacar las tortillas sándwich y croquetas. El café muy...']"
Cafe Sirimiri Bar,,630,"4,5",10-20€,,"Colón de Larreátegui K., 11, Abando, 48001 Bilbo, Bizkaia","{'miércoles': ['7:00–23:00'], 'jueves': ['7:00–23:00'], 'viernes': ['7:00–23:00'], 'sábado': ['9:00–23:00'], 'domingo': ['Cerrado'], 'lunes': ['7:00–23:00'], 'martes': ['7:00–23:00']}",,"['Impresionante el servicio, un 10 para ellos 👏🏻👏🏻👏🏻👏🏻 el menú también muy bueno! Altamente recomendable', 'El trato excelente poco mas y le pido el insta al camarero y mos han dado muy buenos pintxos de forma gratuita, volveremos…Más', 'Ambiente perfecto. Totalmente recomendable. Trato del personal espectacular. Volvería a repetir…Más']","['El restaurante Café Sirimiri Bar está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4.5...', 'Café Sirimiri Bar"" Bilbao. 389 Me gusta · 17 personas están hablando de esto · 219 personas han estado aquí. Cafeteria-restaurante comida casera buen...', 'Platos Combinados Hamburguesas Bocatas Sandwich Raciones Os esperamos! calle colon de larreateGUI 11 Bilbao Spain 48010.']"
AHOAN,,361,"4,1",10-20€,,"Pl. Nueva, 12, Ibaiondo, 48005 Bilbao, Biscay","{'miércoles': ['11:30–22:30'], 'jueves': ['11:30–22:30'], 'viernes': ['11:30–24:00'], 'sábado': ['11:30–23:30'], 'domingo': ['11:30–22:30'], 'lunes': ['11:30–22:00'], 'martes': ['Cerrado']}",,"['Buen sitio de pintxos y raciones en la plaza nueva. Tienen un montón del opciones sin gluten. El primer día comimos pintxos hay que pedir mínimo 5 pintxos para…Más', 'A todos los celiacos que estén en Bilbao: INCREIBLE. Pintxos sin gluten preparados al momento, con una variedad increible!…Más', 'Un lugar al que vale la pena ir, seas o no celíaco. Los pinchos sin gluten están muy ricos. Tienes que pedirlos de 5 en 5 porque, diría, los hacen a partir de…Más']","['El restaurante Ahoan está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 4; Calidad/precio: 3.5...', ""plaza nueva 12 Bilbao Spain 48005. Valoraciones's profile picture. Valoraciones. Recomendaciones's profile picture. Recomendaciones. 404 posts"", 'Ahoan Bilbao. Información. Especialidad: pintxos modernos y raciones. Ofrecemos: Carta variada. Consulta opciones veganas. Indispensable: probar el pulpo las...']"
El Ciervo Bilbao,,251,"4,2",10-20€,,"Askao Kalea, 7, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['8:00–23:00'], 'jueves': ['8:00–23:00'], 'viernes': ['8:00–1:00'], 'sábado': ['8:00–2:00'], 'domingo': ['8:00–21:00'], 'lunes': ['8:00–23:00'], 'martes': ['8:00–23:00', 'Actualizado por esta empresa hace 11 semanas']}",623 38 76 67,"['Ya han dejado constancia en alguna reseña y yo lo corroboro. Atiende una zumbada en este restaurante.…Más', 'Nos encantó la comida después de estar paseando toda la mañana por Bilbao,la camarera encantadora y la gente del lugar muy amable…Más', 'Estuvimos hace unas semanas, nos llamó la atención desde la calle la variedad de pintxos que tenían en la barra, por lo que decidimos entrar y probar un par de…Más']","['El restaurante El Ciervo Bilbao está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 4; Calidad/precio: 3.5...', 'Calle Askao 7 Casco Viejo Bilbao. ""Desayunos pintxos comidas y cenas por reserva"" Teléfono de reservas: 623 38 76 67. Pintxos Barra\'s profile picture.', '6 may 2022 — El Ciervo Bilbao · Dirección Askao 7 · Teléfono 62338766 · Redes Sociales Instagram · Precios Menú del día: 14 €. Menú de fin de semana: 18 €.']"
Bar Estraunza,,19,"4,5",€,,"Masustegi Estrata, 104, Basurtu-Zorrotza, 48002 Bilbo, Bizkaia","{'miércoles': ['Cerrado'], 'jueves': ['12:00–24:00'], 'viernes': ['12:00–1:00'], 'sábado': ['12:00–1:00'], 'domingo': ['12:00–19:00'], 'lunes': ['Cerrado'], 'martes': ['Cerrado']}",,"['Un restaurante con muy buen producto. Especializados en cachopo tienen diferentes tipos con dos bases: de carne y de pollo.…Más', 'Bar de barrio donde comer bien y barato. El local es muy pequeño pero cuenta con varias terrazas amplias cubiertas que además le da flexibilidad para grande ……Más', 'El mejor restaurante de cachopos de Bilbao!!! Si te gustan los cachopos no puedes no venir. Es enorme pero sobre todo de calidad, para 4 o 5 y además viene con…Más']","['Bar Los Botijos · Puntuaciones y opiniones · Detalles · Ubicación y contacto. Masustegi Estrata 104 Basurtu-Zorrotza 48002 Bilbao...', '25 dic 2023 — Estrada Masustegi 104 Bilbao ‼️Ofrecemos comida vegana y sin gluten ‼️ Trabajamos bajo reserva y por encargo ☎️ Teléfono y WhatsApp...', 'BAR Los Botijos · Página · Bar deportivo · +34 944 27 64 67 · Calificación · 37 34 opiniones.']"
Bar Los Botijos,,697,"4,6",20-30€,,"Masustegi Estrata, 104, Basurtu-Zorrotza, 48002 Bilbo, Bizkaia",{},,"['Un restaurante con muy buen producto. Especializados en cachopo tienen diferentes tipos con dos bases: de carne y de pollo.…Más', 'Bar de barrio donde comer bien y barato. El local es muy pequeño pero cuenta con varias terrazas amplias cubiertas que además le da flexibilidad para grande ……Más', 'El mejor restaurante de cachopos de Bilbao!!! Si te gustan los cachopos no puedes no venir. Es enorme pero sobre todo de calidad, para 4 o 5 y además viene con…Más']","['Bar Los Botijos · Puntuaciones y opiniones · Detalles · Ubicación y contacto. Masustegi Estrata 104 Basurtu-Zorrotza 48002 Bilbao...', '25 dic 2023 — Estrada Masustegi 104 Bilbao ‼️Ofrecemos comida vegana y sin gluten ‼️ Trabajamos bajo reserva y por encargo ☎️ Teléfono y WhatsApp...', 'BAR Los Botijos · Página · Bar deportivo · +34 944 27 64 67 · Calificación · 37 34 opiniones.']"
Desberdin,,255,"4,4",1-10€,,"García Rivero Maisuaren Kalea, 4, Abando, 48011 Bilbo, Bizkaia","{'miércoles': ['11:00–23:00'], 'jueves': ['11:00–23:00'], 'viernes': ['11:00–24:00'], 'sábado': ['11:00–24:00'], 'domingo': ['11:00–16:00'], 'lunes': ['19:00–23:00'], 'martes': ['11:00–23:00']}",,"['Tapas deliciosas y buenos precios. Jefe muy amable que nos explicó los pintxos en inglés. Gran recomendación…Más', 'Muy atentos y buena relación, calidad-precio…Más', 'Buen ambiente y buenos pinchos con un gran servicio.…Más']","['El restaurante Desberdin está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 3.5; Calidad/precio: 3.5...', 'El restaurante. Todos sus comensales veneran las exquisita cocina de este restaurante lo encontrarás en la ciudad de Bilbao nos gusta mucho por su ubicación.', 'Desberdin Bilbao el lugar perfecto para disfrutar de un local agradable un buen vino una espectacular barra de pintxos artesanos elaborados con materia prima...']"
MARTXO BGC,,203,"4,7",50-60€,,"Rodríguez Arias K., 71, Abando, 48013 Bilbo, Bizkaia","{'miércoles': ['9:30–23:00'], 'jueves': ['9:30–24:00'], 'viernes': ['9:30–1:00'], 'sábado': ['12:30–1:00'], 'domingo': ['12:30–23:00'], 'lunes': ['9:30–16:00'], 'martes': ['9:30–23:00']}",,"['Excepcional, merece la pena conocerlo.\nProducto de calidad y preparado en su punto.…Más', 'ME HA ENCANTADO.\nEs un restaurante que ha abierto sus puertas recientemente en Bilbao. Local…Más', 'Súper recomendable! Pedimos arroz con bogavante (hay que pedirlo al reservar) y luego unos entrantes que estaban buenísimos, sobre todo las croquetas y las…Más']","['martxo · Galería · Nosotros · Come · Bebe · Contacto. Abrir menú Cerrar menú. Galería ... Taldea. Rodriguez Arias 71 48013 Bilbao Bizkaia. 628 24 04 55.', 'Martxo BGC · Rodríguez Arias 71 48013 Bilbao España · Página web · Mejora este perfil.', '16 jun 2023 — Tres jóvenes chefs inauguran nueva propuesta hostelera en el 71 de Rodríguez Arias: buena cocina local y cócteles.']"
Restaurante Jateko,,258,"4,3",€€,,"Fernández del Campo K., 5, Abando, 48010 Bilbo, Bizkaia","{'miércoles': ['9:00–21:00'], 'jueves': ['9:00–21:00'], 'viernes': ['9:00–21:00'], 'sábado': ['10:30–16:30'], 'domingo': ['Cerrado'], 'lunes': ['9:00–21:00'], 'martes': ['9:00–21:00']}",,"['Hicimos una reserva para comer 6 personas. Cuando llegamos nos pusierón en una mesa en la que 4 de nosotros estaban mirando a la pared. No nos dierón opción de…Más', 'Ayer estuvimos 5 comensales tras una reserva hecha hacía10 días y confirmarla 3 días antes para concretar el menú sin sal, por motivos de salud, de uno de los…Más', 'El servicio ha sido inmejorable. Aún así, para las cantidades que comimos, el precio de 50 euros por cabeza me parece excesivo. Llevamos varios días en Bilbao…Más']","['Jateko Etxea es un restaurante de cocina tradicional vasca ubicado en el centro de Bilbao. La especialidad son los garbanzos con bogavante.', 'El restaurante Jateko está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4...', 'Restaurante Jateko Bilbao. 598 Me gusta · 1 personas están hablando de esto · 126 personas han estado aquí. Bar - Restaurante especializado en tapas...']"
GildaToki,,150,"4,3",1-10€,Tiene terraza· Sirve buenos cócteles· No se aceptan reservas,"Henao Kalea, 30, Abando, 48009 Bilbo, Bizkaia","{'miércoles': ['11:30–15:30', '18:00–22:00'], 'jueves': ['11:30–15:30', '18:00–22:00'], 'viernes': ['11:30–15:30', '18:00–23:00'], 'sábado': ['11:30–15:30', '18:00–23:00'], 'domingo': ['11:30–15:30'], 'lunes': ['Cerrado'], 'martes': ['11:30–15:30', '18:00–22:00']}",,"['Todo un acierto, aunque cuando fuimos la variedad de Gildas no fue impresionante (había 6-7 tipos), nos sorprendió lo pequeño que es el local y que solo cuenta con una única mesa de ter…Más', 'Hace realmente honor a su nombre.…Más', 'Me encanta el pequeño establecimiento de la franquicia Gildatoki que está situado en la calle Henao. Si bien está claro que la fama les precede por su variedad…Más']","['Horario de apertura · lun: · mar: · mié: · jue: · vie: · sáb: · dom: 10:00–15:30...', 'El restaurante GildaToki está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 5; Servicio: 4.5; Calidad/precio: 5...', 'Contacto · Teléfono. 690 00 70 70 · Gildatoki Estraunza. Calle Estraunza 1 48011 Bilbao · Gildatoki Henao. Henao Kalea 30 48009 Bilbao · Lezama. Polígono La Cruz...']"
Irrintzi,Bar moderno y vistoso con pinchos de inspiración internacional cerveza cócteles y murales.,25000,"4,3",10-20€,,"Andra Maria Kalea, 8, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['9:30–15:00', '19:00–22:30'], 'jueves': ['9:30–15:00', '19:00–22:30'], 'viernes': ['9:30–15:00', '19:00–23:30'], 'sábado': ['11:30–23:30'], 'domingo': ['12:00–16:00'], 'lunes': ['9:30–15:00', '19:00–22:30'], 'martes': ['9:30–15:00', '19:00–22:30']}",,"['No se si nos gustó más su deliciosa barra de pintxos o el trato recibido por parte de la camarera. Un local con trato cercano y buena variedad de pintxos.…Más', 'La verdad que hemos venido por las reseñas pero el ambiente ha dejado mucho que desear. Hemos llegado a las 14:16, el restaurante cierra a las 15:00, pero al…Más', 'Típico sitio de pintxos por Bilbao. Y tienen una carta con pintxos sin gluten que te preparan al momento. Me encantó el pintxo de cordero y manzana y el de falafel. Además tienen dos tipos…Más']","['El restaurante Irrintzi está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4; Calidad/precio: 4; Atmósfera: 4...', 'Pintxos & Friends. INICIO · Irrintzi · Galería · Contacto. 1. The pintxo concept. Castellano. +info. English. +info. Euskera. +info. ©Irrintzi2017.', 'Excelente bar/restaurante de pintxos en pleno centro de Bilbao. Es un sitio muy acogedor el personal es muy amable y tiene mucha variedad de pintxos: los hay...']"
MIO Bar,,287,"4,1",1-10€,,"Poza Lizentziatuaren Kalea, 33, Abando, 48011 Bilbo, Bizkaia","{'miércoles': ['7:00–23:00'], 'jueves': ['7:00–1:00'], 'viernes': ['7:00–3:00'], 'sábado': ['8:00–3:00'], 'domingo': ['8:00–23:00'], 'lunes': ['7:00–23:00'], 'martes': ['7:00–23:00']}",,"['Excelente servicio sobre todos los camarero el chico y la chica de noche super guay pronto os visitaré se los recomiendo 🥰…Más', 'Excelente servicio más los camareros la chica y el chico súper majos fue el viernes de noche y súper bien…Más', 'Tapas favolose!\nEl local está en una zona muy activa de dia y de noche; la terraza tiene su…Más']","['En Mio Basque Urban Food creemos que comer es vivir una experiencia disfrutar y celebrar un momento especial. Tlf: 946 75 73 00.', 'MIO Bar · Licenciado Poza 33 48011 Bilbao España · Página web · Mejora este perfil.', 'En Mio Bar puedes encontrar desayunos clásicos y/o especiales con zumos Detox tostadas light vermouths preparados barra de pintxos y copas bien puestas.']"
Aitxiar,Nueva cocina vasca en restaurante y bar de pintxos minimalista decorado con fotografías de deportes locales.,13000,"4,2",10-20€,,,"{'miércoles': ['12:00–23:00'], 'jueves': ['12:00–23:00'], 'viernes': ['12:00–0:30'], 'sábado': ['11:00–1:00'], 'domingo': ['11:00–23:00'], 'lunes': ['12:00–23:00'], 'martes': ['12:00–22:00', 'Actualizado por esta empresa hace 3 semanas']}",,"['Reservamos este restaurante para una cena de grupo y lo recomiendo muchísimo. A pesar de tener un menú con un precio bastante elevado 38€ creo que compensa.…Más', 'Restaurante una ubicación inmejorable, en pleno kasko viejo.\nLa comida está excelente, la atención no es mala, lo único que siempre tiene…Más', 'Fue un gran acierto comer alli. Fuimos en domingo y el menu fue espectacular, sin duda repetiremos. La atención por parte de las camareras increible y la calidad de la comida y la cant…Más']","['Situado en la céntrica calle María de Muñoz en el Casco Viejo de Bilbao está abierto todos los días entre las 12:00 y...', 'El restaurante Aitxiar está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 3.5; Calidad/precio: 4; Atmósfera:...', 'Excelente relación calidad precio del menú especial. Tres entrantes la ensalada de ventresca buenísima el canelón relleno de changurro y el risotto con setas...']"
