title,description,n_reviews,stars_avg,price_range,extra_features,street,opening_hours,phone_number,reviews,extra_content
Bouquet Bilbao Vinos y más,Bar restaurante refinado abierto todo el día con pequeños platos sofisticados y carta de vinos.,199,"4,4",1-10€,Tiene terraza· Se sirven platos veganos,"Henao Kalea, 25, Abando, 48009 Bilbo, Bizkaia","{'viernes': ['8:00–24:00'], 'sábado': ['10:00–24:00'], 'domingo': ['10:00–16:00'], 'lunes': ['8:00–22:00'], 'martes': ['8:00–22:00'], 'miércoles': ['8:00–22:00'], 'jueves': ['8:00–23:00']}",944 45 42 55,"['Local pequeño y agradable, me tome un café y un pintxo de croqueta de jamón, estaba rico.…Más', 'Local acogedor con buena iluminación y limpieza.…Más', 'Bar con una perfecta barra de pintxos, donde puedes encontrar variedad y buena calidad.…Más']","['Bar Bouquet Bilbao vinos y más es un bar de copas y vinos donde podrás disfrutar de pintxos y raciones de cocina de KM 0 en pleno Bilbao.', '5 ago 2020 — Bouquet Bilbao Vinos y Más · Puntuaciones y opiniones · Detalles · Ubicación y contacto. Henao Kalea 25 48009 Bilbao España.', 'Bouquet Bilbao Vinos y más Bilbao Spain. 444 likes · 6 talking about this · 170 were here. Local de vinos y copas selectas con una cocina de producto...']"
Café Capuccino Bilbao,Platos egipcios libaneses y árabes en una moderna tetería con terraza decorada con murales de Egipto.,435,"4,4",10-20€,Tiene terraza· Se sirven platos vegetarianos,"Gordóniz Kalea, 2, Abando, 48011 Bilbo, Bizkaia","{'viernes': ['11:00–24:00'], 'sábado': ['11:00–24:00'], 'domingo': ['Cerrado'], 'lunes': ['12:00–16:00', '19:00–23:00'], 'martes': ['12:00–16:00', '19:00–23:00'], 'miércoles': ['12:00–16:00', '19:00–23:00'], 'jueves': ['12:00–16:00', '19:00–23:00']}",722 64 05 99,"['El sitio es pequeñito así que hay que apretarse pero no pasa nada, ahora en diciembre se agradece. La chica es muy maja, le preguntamos por alguna especia a la…Más', 'Antes le tenia con 5 estrellas lo he bajado a 1 porque no hay menos, el local no es el mismo esta descuidado con un solo baño y la camarera es una mal educada…Más', 'Todo un descubrimiento y un acierto. Local algo pequeño, pero muy acogedor. Es imprescindible reservar con cierta antelación ya que se llena con facilidad. El…Más']","['En Capuccino y La Canela encontraras los sabores de Egipto en particular y de Oriente Medio en general.', 'Ubicación y contacto. Calle de Gordoniz 2 48011 Bilbao España. Indautxu.', 'Más de 20 años ofreciendo cultura y comida Egipcia en Bilbao. Café Capuccino: Where it all begins. Ven a visitarnos! 722640599 · Calle Gordóniz 2...']"
Sagradito,,255,"4,7",1-10€,Sirve buenos cócteles· Se sirve comida en el bar· Se admiten perros,"Sabino Arana Etorbidea, 3, Abando, 48013 Bilbo, Bizkaia","{'viernes': ['Abierto 24 horas'], 'sábado': ['Cerrado'], 'domingo': ['Cerrado'], 'lunes': ['7:30–20:00'], 'martes': ['7:30–20:00'], 'miércoles': ['7:30–20:00'], 'jueves': ['7:30–21:00']}",608 92 39 13,"['Sagradito, buen cafe y tortilla ,bonito decoracion es un bar muy acogedor , nos gusta bastante, se nota dueno hecho todo con su arte de corazon.se recomiendo...…Más', 'No sabía que existía este bar pero vamos a hacerlo visita habitual!!!! Pequeño pero con encanto. El camarero SÚPER atento. El desayuno genial de precio y el café riquísimo .…Más', 'camarero muy amable y agradable, listo para preparar cualquier cosa que pida en un momento, espectacular tortilla de patata y muy buen bolos para el desayuno.']","['Sitio que te sorprende: buen café tortillay pintxos ricos un trato 10 y un local especial y con encanto. Fecha de la...', 'Desayunos tapeo copas y risas de calidad. Contacto y reservas 608 92 39 13 #sagraditopower. Sabino Arana Etorbidea 3 Bilbao Spain 48013.', '15 feb 2019 — Sagradito Bilbao · Dirección Sabino Arana 3. · Teléfono 944677639. · En Facebook @elsagradito. · Precios Emparedado:250 €. Tortilla:170 €.']"
Restaurante La Tagliatella | Indautxu Bilbao,Iluminación cálida y adornos hogareños antiguos en cadena de restaurantes de gastronomía tradicional italiana.,14000,"3,9",20-30€,,"Poza Lizentziatuaren Kalea, 55, Abando, 48013 Bilbo, Bizkaia",{},944 27 81 81,"['Está muy bien para la generación educada en el consentido ""no me gusta"".\nAl final esa generación sólo come pasta con tomate y simi…Más', 'La comida, sin más. No es mala, pero sí muy de batalla.\nEl principal problema fue que la camarera nos despachó... En el restaurante…Más', 'Tiene una puntuación de 3.9 sobre cinco estrellas. La comida está bien,la atención de las 2 camareras pésima,parecían robots,entre ……Más']","['En el número 55 de la céntrica calle de Licenciado Poza podrás encontrar el alma y la esencia de la genuina cocina de Italia. ¿Cómo? ¡Muy sencillo!', 'Te esperamos en La Tagliatella tu restaurante italiano. Disfruta de una amplia Carta: Pizzas pastas y salsas carpaccios risottos y mucho más… VER EN MAPS.', 'La Tagliatella es un auténtico templo de la comida italiana en el que podrás degustar platos exquisitos de pasta fresca pizzas artesanales y otras...']"
Bar Cafe Pacifico,,201,"4,4",10-20€,Tiene terraza· Ideal para ver deportes· Se admiten perros en el exterior,"Luis Briñas K., 3, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia","{'viernes': ['10:00–18:00'], 'sábado': ['10:00–19:00'], 'domingo': ['Cerrado'], 'lunes': ['10:00–18:00'], 'martes': ['10:00–18:00'], 'miércoles': ['10:00–18:00'], 'jueves': ['10:00–18:00']}",946 96 07 37,"['👍\nPedimos dos menús, uno con sancocho de falda que estaba con mucho sabor, y de…Más', 'Lugar pequeño pero con mucho encanto, donde degustar comida colombiana. Si no quieres coger menú, tienen empanadas, aborrajados de carne, aborrajados de dulce…Más', 'Deliciosa comida y buena atención.. un lugar muy acogedor donde se degustara el paladar con los sabores de nuestra tierra..🇨🇴 sin duda alguna cuando vuelva a Bilbao volveré a e…Más']","['Sabores del Pacífico con un alma urbana ven a Pacifico Bilbao en Alameda Rekalde y degusta nuestra carta de sushi baos o especialidades.', 'Bar Cafe Pacifico · Puntuaciones y opiniones · Comida y ambiente · Ubicación y contacto. Calle de Briñas 3 48013 Bilbao...', 'Ubicación y contacto. Alameda Rekalde 48011 Bilbao España. Indautxu. A...']"
Mio Basque Urban Food,,973,"4,7",,Tiene terraza· Sirve buenos cócteles,"García Rivero Maisuaren Kalea, 6, Abando, 48009 Bilbo, Bizkaia","{'viernes': ['9:30–23:30'], 'sábado': ['11:00–23:30'], 'domingo': ['Cerrado'], 'lunes': ['9:30–22:30'], 'martes': ['9:30–22:30'], 'miércoles': ['9:30–22:30'], 'jueves': ['9:30–22:30']}",946 75 73 00,"['Fui a comer con mi familia uno de los menús y ya de primeras se nota que es un restaurante bastante bueno por sus instalaciones. Tienen algunas mesas en…Más', 'Restaurante/bar muy agradable.\nEl servicio fue muy bueno durante toda la estancia. Nos sentimos muy agusto.…Más', 'Estuvimos cenando en una de las zonas cerradas que tiene y muy buena experiencia. El servicio fue estupendo y la comida de 10. Sin duda volveré a repetir. ……Más']","['En Mio Basque Urban Food creemos que comer es vivir una experiencia disfrutar y celebrar un momento especial. Tlf: 946 75 73 00.', 'El restaurante Mio Basque Urban Food está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 5; Servicio: 5; Calidad/precio: 4.5...', 'Espacio moderno que ofrece cocina Tradicional y urbana de calidad junto a una elegancia simple y con el recuerdo siempre a la Cocina de la Amama.']"
Restaurante Sua San,Restaurante informal con ensaladas sándwiches y platos principales exclusivos además de zumos saludables.,31000,"4,2",10-20€,Tiene terraza· Se sirven platos veganos· Tiene Wi-Fi,"Mazarredo Zumarkalea, 79, Abando, 48009 Bilbo, Bizkaia","{'viernes': ['8:00–24:00'], 'sábado': ['9:00–24:00'], 'domingo': ['9:00–17:00'], 'lunes': ['8:00–23:00'], 'martes': ['8:00–23:00'], 'miércoles': ['8:00–23:00'], 'jueves': ['8:00–23:00']}",944 98 77 51,"['Restaurante muy bonito y muy bien ubicado cerca al museo Guggenheim de Bilbao. Decoración muy bien lograda y ambiente tranquilo. La comida muy sabrosa y a muy ……Más', 'Servicio de 10. Camarero atento y rápido.\nLo que comimos bien servido y buen sabor, raciones adecuadas, los postres buenos…Más', 'Reservamos para tres personas y a destacar la atención del personal y la comida que estaba muy rica. Te dan muchas opciones a elegir en el menú a cual más…Más']","['Abiertos desde primera hora de la mañana con nuestros desayunos y pintxos de lunes a sábado Brunch especial con huevos benedictinos previa reserva.', 'Si vienes a Bilbao es un restaurante obligado para visitar Carta variada con una cocina excelente y un servicio y ambiente Fantástico.', 'Restaurante. En Bilbao Desayunos Brunch comidas y cenas. Take away. Menú del día . Pedidos 94 498 77 51. A domicilio @ubereats. MAZARREDO 79 Bilbao Spain...']"
Las Lías Bilbao,,298,"4,4",,Tiene terraza· No se aceptan reservas· Tiene Wi-Fi,"Calle Juan Ajuriaguerra Kalea, 14, Abando, 48009 Bilbo, Bizkaia","{'viernes': ['13:00–16:00', '20:00–23:00'], 'sábado': ['13:00–16:00', '20:00–23:00'], 'domingo': ['13:00–15:30'], 'lunes': ['Cerrado'], 'martes': ['13:00–16:00', '20:00–23:00'], 'miércoles': ['13:00–16:00', '20:00–23:00'], 'jueves': ['13:00–16:00', '20:00–23:00']}",946 96 42 40,"['Un restaurante entre tradicional y moderno, bien localizado y con una carta corta.…Más', 'Todo perfecto la comida, el ambiente, el vino....Los platos son excelentes, un momento muy agradáble. Gracias por lá mascota!', 'Atención buena: camareros muy amables\nComida: buena calidad aunque no excelente y la pieza venía con demasiada grasa…Más']","['En Las Lías Bilbao puedes celebrar una cata personalizada con tu amigxs fa000ia empresa.... puedes elegir el tipo de vinos a degustar su procedencia...', 'Un gastrobar de ambientación enológica que oferta una pequeña carta tradicional tapas y raciones. ¡La extensa selección de vinos por copas delata la...', 'Punto de vista de la guía MICHELIN. Un gastrobar de ambientación enológica que oferta una pequeña carta tradicional tapas y raciones.']"
El Cargadero de Bilbao,Combinados cervezas y comida para picar en una coctelería informal junto a la ría con terraza y vistas de la puesta de sol.,1000,"4,3",10-20€,Tiene terraza· Sirve buenos cócteles,"Dique Kalea, 1, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia","{'viernes': ['16:00–22:00'], 'sábado': ['13:00–22:00'], 'domingo': ['13:00–22:00'], 'lunes': ['16:00–22:00'], 'martes': ['16:00–22:00'], 'miércoles': ['16:00–22:00'], 'jueves': ['16:00–22:00']}",653 42 22 24,"['Fui con la Familia a tomar una copita. Pero nos atendió un camarero llamado Braian. Muy poco profesional y borde, por que fuimos en familia y no era el…Más', 'pues el camarero brian nos trato súper mal y tan solo por pedirle la carta de cócteles fue borde y encima porque le dijimos que no nos había dicho eso, se fue…Más', 'Una terraza encima de la ria que no te dejan fumar ni tampoco sacar tu copa a 1 metro de la puerta del bar para poder fumar tranquilamente…Más']","['El Cargadero de Bilbao es la primera terraza sobre la Ría para tomar copas y aperitivos. Cuenta con barra propia mesas altas y bajas sombrillas sofás...', 'Horario de apertura · lun: · mar: · mié: · jue: · vie: · sáb: · dom: 13:00–22:00...', 'El Cargadero de Bilbao ... Especialidad: Terraza sobre la Ría de Bilbao especializada en coctelería y aperitivos. Ofrecemos: organización de eventos y...']"
Lula Natxería,,982,"4,4",10-20€,Sirve buenos cócteles· Se sirven platos vegetarianos· Tiene Wi-Fi,"Poza Lizentziatuaren Kalea, 23, Abando, 48009 Bilbo, Bizkaia",{},,"['Lo conocí de rebote ya que acababa de aterrizar en Bilbao… 12 de la noche y me atendieron fuera de hora. Son encantadores, cercanos y saben hacer su trabajo…Más', 'Si te gusta la comida mexicana sobre todo los nachos es tu sitio. Gran variedad y muy ricos, las quesadillas también muy buenas. La atención bastante rápida y correcta. El local muy bon…Más', 'Lugar brutal para picar algo rico rico bien presentado y de buena calidad.\nLocal súper chulo ubicado cerca de unos de los hotel…Más']","['... Lula. La mejor natxería del mundo en Bilbao. Licenciado Poza 23 Bilbao. Take Away: Doctor Areilza 20 Bilbao. Horario Restaurante. Cocina. L-M-X-D: 13:00 - 23:...', '... Bilbao. Licenciado Poza 23 Bilbao. Take Away: Doctor Areilza 20 Bilbao. Horario Restaurante. Cocina. L-M-X-D: 13:00 - 23:30; J: 13:00 - 00:30; V-S: 13:00 - 01...', 'Al entrar crees estar en Méjico una carta muy completa y un trato muy agradable. Comimos nachos de res y ensalada cesar buenísimos. La salsa picante picaba...']"
El Figón taberna,,17000,"4,1",10-20€,Tiene terraza· Tiene Wi-Fi,"Orueta Apezpikuaren Kalea, 3, Abando, 48009 Bilbo, Bizkaia",{},946 07 06 51,"['Taberna clásica en el centro de Bilbao con excelente cocina tradicional , puntos de cocina bien cogidos y sobre todo el menú del día y pintxos muy bien…Más', 'Un buen lugar para comer. El menú tiene un precio bastante bueno (12.50) para lo que te dan. La presentación de los platos está muy bien. Por la tarde-noche hay ……Más', 'La cerveza de barril esta buenísima, los vinos especiales , las tapas ricas - ricas. Comimos lacon y queso con vino . Lo mejorable el pan , de verdad , la calidad de los precocidos se nota .…Más']","['Ubicación y contacto. Calle Obispo Orueta 1 Bilbao España. Abando.', 'Información del restaurante. Calle Obispo Orueta 1 Bilbao España · 011 34 946 07 06 51. Nombre local: Dirección local: Opiniones. N.º 162 de 1.315...', 'Consigue las mejores ofertas para El Figon en Bilbao y conoce la nota y posición en el ranking de GastroRanking.']"
Bar-Cafeteria Sergio,,73,"4,8",1-10€,Tiene terraza· Se sirve comida en el bar,"Máximo Aguirre Kalea, 11 Y, Abando, 48011 Bilbo, Bizkaia","{'viernes': ['7:00–17:30'], 'sábado': ['Cerrado'], 'domingo': ['Cerrado'], 'lunes': ['7:00–17:30'], 'martes': ['7:00–17:30'], 'miércoles': ['7:00–17:30'], 'jueves': ['7:00–17:30']}",620 39 74 99,"['Es un lugar pequeño pero muy acogedor, la atención de Luís y Ana es excelente muy cercana.…Más', 'Hemos venido de vacaciones desde Alicante y llegamos a este bar por las reseñas de google.…Más', 'Este pequeño bar-cafeteria es un refugio. La amabilidad con la que te tratan, el café calentito y alimentarte con cualquiera de los pintxos que tienen, eso hoy…Más']","['Bar-Cafetería Sergio · Puntuaciones y opiniones · Detalles · Ubicación y contacto. Maximo aguirre 11 bis 48011 Bilbao España.', 'Bar-Cafetería Sergio: Servicio excelente - 32 opiniones y 13 fotos de viajeros y ofertas fantásticas para Bilbao España en Tripadvisor.', 'Consigue las mejores ofertas para Cafetería Sergio en Bilbao y conoce la nota y posición en el ranking de GastroRanking.']"
Restaurante Pituko,,457,"4,6",20-30€,Tiene terraza· Sirve buenos cócteles,"Egaña Kalea, 18, Abando, 48010 Bilbo, Bizkaia","{'viernes': ['13:30–16:30', '20:30–23:30'], 'sábado': ['13:30–16:30', '20:30–23:30'], 'domingo': ['13:00–17:00'], 'lunes': ['Cerrado'], 'martes': ['13:30–16:30', '20:30–23:30'], 'miércoles': ['13:30–16:30', '20:30–23:30'], 'jueves': ['13:30–16:30', '20:30–23:30']}",944 23 44 21,"['Restaurante con bastantes mesas en el que es mejor reservar. Está especializado en carnes a la parrilla, tienes varias opciones de parrillas mixtas para…Más', 'Este sitio de verdad que tiene unas muy buenas parrilladas de carne. El interior es un poco ruidoso pero el servicio la comida y los postres lo compensan.…Más', 'Sin palabras fuimos a última hora 4:45pm su parrilla de dos una pasada de rica nos atendieron con alegría nos sentimos en casa ponen mucho amor en lo que hacen un sitio de primera vez…Más']","['Reserva una mesa. Te esperamos en la Calle Egaña 18 de Bilbao para prepararte y servirte los platos que más te gusten. Haz la reserva para asegurar tu mesa.', 'Está parrilla tiene un precio de 65€ Para 4 personas Aprox.  Calle egaña 18 Indautxu-Bilbao. @pituko_restaurante.', 'Social · Dirección Calle Egaña 18 48010 Bilbao. · Teléfono 944 234 421 · E-mail restaurantepituko@gmail.com.']"
San Marcos B&K,Desayuno tapas platos típicos españoles cócteles y vino en un bar sencillo e icónico.,292,"4,6",10-20€,Tiene terraza,"Alameda de Recalde, 47A, Abando, 48010 Bilbao, Biscay","{'viernes': ['7:45–24:00'], 'sábado': ['12:30–24:00'], 'domingo': ['Cerrado'], 'lunes': ['7:45–22:30'], 'martes': ['7:45–22:30'], 'miércoles': ['7:45–22:30'], 'jueves': ['7:45–22:30']}",944 21 79 64,"['Suelo ir a menudo, un sitio pequeño pero elegante y acogedor. Cuando no sepas dónde ir a comer, esta es una gran opción. El personal encantador, educado, amable…Más', 'Excelente restaurante en el centro de Bilbao. De casualidad había aparcado el coche en frente de este lugar y decidí probar el menú del día. Tanto la comida…Más', 'Tienen un trato profesional y excelente. Siempre que voy salgo con una sensacion de lo mas agradable y con ganas de volver']","['En el centro de Bilbao San Marcos Bar & Kitchen abre sus puertas conservando el nombre y la esencia fa000iar. Un nombre cargado de significado y que tan...', 'San Marcos Bilbao Bilbao. 296 Me gusta · 60 personas han estado aquí. Desayunos menú del día y raciones junto a la Alhóndiga Bilbao; con gran selección...', 'Ubicación y contacto. Alameda Recalde 47 48010 Bilbao España. Abando.']"
ViaDeFuga,,493,"4,5",1-10€,,"Gordóniz Kalea, 5, Abando, 48010 Bilbo, Bizkaia","{'viernes': ['9:00–1:00'], 'sábado': ['10:30–1:00'], 'domingo': ['12:00–17:00'], 'lunes': ['9:00–22:30'], 'martes': ['9:00–22:30'], 'miércoles': ['9:00–22:30'], 'jueves': ['9:00–22:30']}",944 00 13 48,"['Un sitio estupendo para tomar un buen desayuno. Tranquilo, servicio inmejorable por parte de la camarera y todo lo que pides buenísimo y a buen precio. Repetiríamos sin duda.…Más', 'No puedo exagerar si digo que es la mejor tarta de queso que he probado en Bilbao. Café muy bueno también.…Más', 'Soy cliente habitual pero dejo de serlo sin duda. Intento pagar con tarjeta y me dicen que no se puede (cuando antes se podía). Educadamente le digo a la…Más']","['El restaurante Viadefuga Café está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 5; Calidad/precio: 4.5...', '10 nov 2023 — Donde se unen las líneas paralelas un lugar para encontrarse saborear un vino saludar a un desconocido escuchar las voces del teatro.', 'Viadefuga Café Bilbao Spain. 1742 likes · 421 were here. Bar.']"
Restaurante Aguinaco,,109,"4,6",1-10€,Tiene terraza· Hay menú infantil,"Gregorio de la Revilla Zumarkalea, 41, Abando, 48010 Bilbo, Bizkaia","{'viernes': ['11:00–23:00'], 'sábado': ['11:00–23:00'], 'domingo': ['Cerrado'], 'lunes': ['11:00–22:30'], 'martes': ['11:00–22:30'], 'miércoles': ['11:00–22:30'], 'jueves': ['11:00–22:30', 'Confirmado por otras personas hace 5 semanas']}",944 21 35 38,"['Local tranquilo y agradable.\nNos sentimos como en casa.…Más', 'Un lugar que lleva abierto muchos años.\nMagníficas hamburguesas y buen txakolí,\nbien situado para un tentempié rápido.', 'El camarero es muy borde. Una vez que ya tenia mi consumición puesta me dice que no puedo pagar con tarjeta, que tiene que ser mínimo de 10€ y no había ningún…Más']","['Ubicación y contacto. Alda. Gregorio de la Revilla 41 48010 Bilbao España.', 'La puntuación global de este restaurante es de 8.14 lo que indica que pasarás un rato agradable disfrutando de una buena comida si quieres ver detalladamente...', 'La carta de Aguinaco de Bilbao tiene 11 Platos. Haga su órden aquí desde la carta o encuentre nuevos restaurantes en Bilbao.']"
La Karola,,1000,"4,3",1-10€,Tiene terraza· Sirve buenos cócteles· Se sirve comida en el bar,"Olabeaga Kaia, 22, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia","{'viernes': ['12:00–24:00'], 'sábado': ['12:00–24:00'], 'domingo': ['12:00–24:00'], 'lunes': ['Cerrado'], 'martes': ['12:00–23:00'], 'miércoles': ['12:00–24:00'], 'jueves': ['12:00–24:00']}",946 12 86 36,"['Local situado a orillas de la ría cerca del museo marítimo en el popular barrio bilbaino de Olabeaga, tiene terraza exterior más otra zona de mesas con bancos y ……Más', 'Un lugar recomendable para picar algo, el pulpo a la brasa excepcional. Los camareros geniales, agradables y atentos. Volveremos.', 'Muy buena comida y el servicio encantador y cercano. Fuimos en familia a comer y pedimos: Surtido de ibéricos, ensalada variada(De 10), croquetas (jamón,…Más']","['El restaurante La Karola está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 4...', 'La Karola además de la famosa grúa también es un bar que se encuentra en el barrio de Olabeaga. Este barrio es conocido con el sobrenombre de Noruega por la...', 'La Karola Berria !! Ven y pregunta por la gran oferta de vinos que disponemos de Bodegas Altún  podrás disfrutar además de la gran variedad de Vinos de...']"
Cafetería Scala,,11000,"4,0",1-10€,,"Ercilla Kalea, 40, Abando, 48011 Bilbo, Bizkaia","{'viernes': ['6:00–23:00'], 'sábado': ['6:00–23:00'], 'domingo': ['Cerrado'], 'lunes': ['6:00–23:00'], 'martes': ['6:00–23:00'], 'miércoles': ['6:00–23:00'], 'jueves': ['6:00–23:00']}",944 42 25 39,"['El café, ha bajado de calidad,no es tan rico como antes....... otro día la verdad que sacaré fotos del baño. Es terrible ver en que condiciones está. La tapa…Más', 'El desayuno está muy bien, pero nos cobraron un precio distinto cada día que pedimos (el primer día una chica nos cobró 5,70€, al día siguiente nos cobró 6,50€ ……Más', 'Buenísimo desayuno y la camarera un encanto. Pedimos dos cruasán a la plancha y pincho de tortilla. Lo único es que deberían actualizar su horario en Google Maps... nos plantamos a…Más']","['Bar Scala Restaurant · Puntuaciones y opiniones · Detalles · Ubicación y contacto. Calle Ercilla 40 48011 Bilbao España.', '23 ene 2023 — Jorge Aio gerente de BilbaoCentro lamenta la pérdida de este referente al tratarse de una cafetería que había creado «marca» para la ciudad.', 'Especialidad: Desayunos pintxos cafés y copas. Indispensable: probar el café. Conocido por: lugar de referencia en Bilbao para tomar un buen café. En tres...']"
Pub Sir Winston Churchill,Sofás de piel oscura y barra clásica de madera en pub de estilo inglés con amplia carta de whiskys y ginebras.,15000,"4,6",10-20€,Sirve buenos cócteles· No se aceptan reservas,"Sabino Arana Etorbidea, 1, Abando, 48013 Bilbo, Bizkaia","{'viernes': ['16:00–4:00'], 'sábado': ['16:00–4:00'], 'domingo': ['16:00–3:00'], 'lunes': ['16:00–3:00'], 'martes': ['16:00–3:00'], 'miércoles': ['16:00–3:00'], 'jueves': ['16:00–3:00']}",944 27 78 73,"['muy agradable bar y buenos cócteles', 'Mucho tiempo he visitado esta bar de copas, que me encanta personalmente. Son muy originales, también hay copas sin alcohol y recomiendo mucho ir con amigos…Más', 'Un pub para tomar algo con buen ambiente. Las copas son algo más elaboradas que las de un bar tradicional y el personal muy amable, que te puede recomendar en…Más']","['Pub super acogedor de estilo inglés cómodos sofás de piel pantalla gigante con fútbol sin sonido buena música y ambiente super tranquilo. Pero lo que...', 'Este local abrió sus puertas hace 40 años inspirándose en las costumbres del primer ministro británico Sir Winston Churchill siendo una de ellas su...', 'Pub Sir Winston Churchill…. Vendedores de sonrisas e ilusiones!! Always enjoying our work ❤️❤️ · Unai Atarrabi está en Churchill Pub Bilbao.']"
Fiero Cocktail School Bar,,317,"4,7",10-20€,Tiene terraza· Sirve buenos cócteles,"Gregorio de la Revilla Zumarkalea, 3, Abando, 48011 Bilbo, Bizkaia","{'viernes': ['16:00–3:00'], 'sábado': ['13:00–3:00'], 'domingo': ['13:00–2:00'], 'lunes': ['16:00–2:00'], 'martes': ['16:00–2:00'], 'miércoles': ['16:00–2:00'], 'jueves': ['16:00–2:00']}",646 40 56 52,"['Una de las mejores bares de coktails de Bilbao sin ninguna duda.…Más', 'Tragos excelentes hechos con mucha atención y detalle. Buen lugar para tomar algo ya sea uno solo o con amigos. El dueño Eneko y los camareros son súper majos.…Más', 'Fuimos cuatro amigas el sábado por la noche después de cenar. Ambiente tranquilo para un sábado por la noche lluvioso y frio. Los camareros muy amables y ……Más']","[""Cocktails Beer Food Sede oficial @rbsbilbao. Apertura's profile picture. Apertura. 55 posts; 1917 followers; 171 following..."", 'Ubicación y contacto. Gregorio De La Revilla  3 48011 Bilbao España.', 'Fiero Cocktail Bar es un lugar que te cautiva en cuanto entras. Su decoración su ambiente su música y el buen rollo que se respira te atrapan. ¡¡Nos fascina!!']"
New York Dinner,Decoración tipo años 50 en cadena de típicos diner americanos con hamburguesas batidos y tortitas con nata.,827,"4,1",10-20€,,"Poza Lizentziatuaren Kalea, 73, Abando, 48013 Bilbo, Bizkaia","{'viernes': ['13:00–16:30', '20:00–24:00'], 'sábado': ['13:00–16:30', '20:00–24:00'], 'domingo': ['13:00–16:30', '20:00–23:00'], 'lunes': ['13:00–16:30', '20:00–23:00'], 'martes': ['Cerrado'], 'miércoles': ['13:00–16:30', '20:00–23:00'], 'jueves': ['13:00–16:30', '20:00–23:00']}",944 39 86 97,"['Como celiaca que soy, me cuesta mucho encontrar un sitio en el que comer a gusto y con variedad de opciones.…Más', 'Sitio muy mono, carta amplia y se agradece muchísimo las mil opciones sin gluten que ofrecen. Precio genial!…Más', 'Llegamos tardisimo y aún asi nos atendieron de mil amores y las hamburguesas maravillosas de las mejores que he comido, mucha variedad de platos y batidos, desde luego lo re…Más']","['Come en New York Dinner. Carne 100% Vacuno. Ambiente puramente neoyorkino con ... Licenciado Pozas 73 Bilbao España. +34 944-398-697. info@newyorkdinner.es. By...', 'El restaurante New York Dinner está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 3.5; Calidad/precio: 3.5...', 'New York Dinner · Para Empezar · Ensaladas · Especiales · Patatas Personalizadas · Hamburguesas a Tu Gusto · Nuestras Hamburguesas · Para los Peques · Postres...']"
FUNKY POKE,,71,"4,1",10-20€,Se sirven platos veganos,"Ercilla Kalea, 29, Abando, 48011 Bilbo, Bizkaia",{},944 07 26 21,"['Deli poke! El atun y toda la verduras súper fresca. En cantidad base (arroz + quinoa) genial, la mayoría de pokes son todo base y poco topping. Venía súper…Más', 'Muy buena experiencia!!\nSe nota que la comida es del día,fresca y bien tratada.…Más', 'Pues empezaron muy bien, los ingredientes son originales y de buena calidad, pero la experiencia reciente en cuanto al servicio es bastante mejorable, la…Más']","['Funky Poke ofrece la mejor experiencia de comida y bebida a domicilio. Realiza tu pedido online o descarga nuestra app y disfruta de promociones online...', '✨El poke más funky bueno y saludable Bilbao Ercilla 29. Centro Comercial Artea. ⏰ L M X J 12h a 22h. V & S 12h a 23h. www.funkypoke.es.', 'Social · Dirección Calle Ercilla 29 48011 Bilbao · Teléfono 944 07 26 21; Sitio Web http://www.funkypoke.es.']"
OHANA BAR RESTAURANTE,,417,"4,5",10-30€,Tiene terraza· Sirve buenos cócteles,"Acebal Idígoras Kalea, 6, Abando, 48001 Bilbo, Bizkaia",{},946 56 56 28,"['Es un sitio que tenía muchas ganas de probar, lo vi por internet y me invitó a visitarles. Fuimos a comer un día y la verdad que el local tiene un rollo surfero…Más', 'Era la primera vez que íbamos , fuimos dos parejas a celebrar un cumpleaños y la verdad que salimos muy contentos , trato inmejorable, la comida muy rica, y el local con una dec…Más', 'El trato excelente y todo lo que pedimos para comer estaba brutal. Pedimos ensalada de rulo a la plancha, croquetas variadas, nachos y chuletón. Todo exquisito!…Más']","['El restaurante Bar-Restaurante Ohana está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4.5; Calidad/precio: 4...', '-----BAR RESTAURANTE ---- MENÚ DEL DÍA de Lunes a Viernes Cocina cerrada lunes martes por la tarde noche ☕ ------946 565...', 'top of page. Únete a la app. logo-ohana-blancoo png.png. Nuestro Menú · A la Carta · postres · Menus navidad · NUESTROS PLATOS · COCTELES · ABOUT ME · MENÚ...']"
