title,description,n_reviews,stars_avg,price_range,facilities,street,opening_hours,phone_number,featured_reviews,extra_content
Bilbao Urban Sagardotegi,,218,"4,1",,Hay actuaciones en directo· Hay karaoke· Se sirve comida en el bar,"Iparraguirre Kalea, 23, Abando, 48009 Bilbo, Bizkaia","{'viernes': ['10:30–2:00'], 'sábado': ['10:30–2:00'], 'domingo': ['10:30–18:30'], 'lunes': ['10:30–24:00'], 'martes': ['10:30–24:00'], 'miércoles': ['10:30–24:00'], 'jueves': ['10:30–24:00', 'Actualizado por esta empresa hace 3 semanas']}",944 02 43 52,"['Primera experiencia en una sidrería y fue una experiencia muy buena. Servicio correcto, comida muy buena, con buenas cantidades.…Más', 'Hacia tiempo que no me atendían tan bien como en este sitio! La camarera Maite mas amable y más atenta no puede ser, la comida genial, por poner un pero diría que falta en la carta …Más', 'Comida espectacular y súper sabrosa, trato genial e inmejorable de Judit y el resto de compañeros. Restaurante muy familiar y cercano. Tuvieron un bonito detalle de dejarnos escanciar…Más']","['No conoces Bilbao Urban Sagardotegi? Te traemos Astigarraga al entro de Bilbao prueba el TXOTX de nuestras kupelas y conoce la tradición.', '18 sept 2023 — Dirección: Iparraguirre 23 Bilbao. · Teléfono: 688640397. · Web: www.bilbaosagardotegi.com · Precios: Menú del día: 25 €. Menú fin de semana: 45...', 'Bilbao Urban Sagardotegi · Page · Restaurant · +34 688 64 03 97 · bilbaosagardotegi.com.']"
Bar Restaurante Bilbao,,507,"3,9",10-20€,Tiene terraza· Se sirve comida en el bar,"Errekalde-Larraskitu Errepidea, 2, Errekalde, 48002 Bilbo, Bizkaia","{'sábado': ['10:30–24:00'], 'domingo': ['10:30–23:00'], 'lunes': ['8:30–23:00'], 'martes': ['8:30–23:00'], 'miércoles': ['8:30–23:00'], 'jueves': ['8:30–23:00'], 'viernes': ['10:30–24:00']}",944 36 14 92,"['El zurito más pequeño de Bilbao, a 1,50 eso sí, vergonzoso. El camarero muy borde alardeando de su experiencia de 30 años de servicio. Las cañas caras y todo espuma, una estafa…Más', 'He ido varias veces tanto a comer como a cenar. La verdad que no puedo estar más encantada en general. El chuletón siempre de 10…Más', 'No he probado la comida\nEl camarero de barra un poco borde a la hora de hacer el pedido en el bar.…Más']","['Ubicación y contacto. Carretera Larraskitu 2 Barrio De Rekaldeberri 48003 Bilbao España.', 'CAFÉ BAR BILBAO. Uno de los espacios-locales-ambientes más queridos por los bilbainos y al mismo tiempo más a admirados por los visitantes. Zona de bar.', 'Ubicación y contacto. Plaza Nueva 6 48005 Bilbao España. A 0...']"
BURGOA RESTAURANTE,,189,"4,6",€€,,"Ercilla entre 3/5, 48009 Bilbao, Biscay","{'sábado': ['13:30–17:30', '20:30–24:00'], 'domingo': ['Cerrado'], 'lunes': ['13:30–17:30'], 'martes': ['13:30–17:30'], 'miércoles': ['13:30–17:30'], 'jueves': ['13:30–17:30', '20:30–23:30'], 'viernes': ['13:30–17:30', '20:30–24:00']}",944 45 21 32,"['Pedimos menú del día (19.5 euros), estaba todo buenísimo, comida casera pero con toque de calidad, nos sorprendió bastante. Buen vino de mesa y el servicio muy rápido y a…Más', 'Perfecto. Chipen. Fuimos a comer grupo familiar de 25. Todo salio de lujo. El entorno agradable. El servicio atento, rapido. No hubo ningun retraso en la puesta…Más', 'Encontramos el lugar por casualidad en nuestra primera visita a Bilbao. la comida súper rica, la atención muy buena. Cien por cien recomendado…Más']","['23 oct 2021 — Burgoa Bilbao · Dirección Ercilla 3-5 · Teléfono 944452132 · Precios Menú del día: 1850 €. Carta: 40 €.', 'Menú del día y carta de cocina vasca con éxitos de siempre y brasas. Sus best sellers son la ensaladilla rusa la merluza frita y la menestra. Además secreto...', 'Cocina vasca con éxitos de siempre. Restaurante con parrilla que ofrece pescado carne y otras exquisiteces a la brasa. El chef Pablo Bosquet regenta la...']"
Bassko,,448,"3,8",10-20€,Tiene terraza,"Ledesma Musikariaren Kalea, 6, Abando, 48001 Bilbo, Bizkaia","{'sábado': ['13:00–16:00', '20:00–23:00'], 'domingo': ['13:00–16:00', '20:00–23:00'], 'lunes': ['13:00–16:00', '20:00–23:00'], 'martes': ['13:00–16:00', '20:00–23:00'], 'miércoles': ['13:00–16:00', '20:00–23:00'], 'jueves': ['13:00–16:00', '20:00–23:00'], 'viernes': ['13:00–16:00', '20:00–23:00', 'Actualizado por teléfono hace 4 semanas']}",944 23 78 32,"['Comedor amplio y bien iluminado. Los bancos corridos en algunas mesas son muy incómodos. La decoración, para mi gusto, recargada.…Más', 'El sitio muy agradable, la atención muy correcta, la comida normalita. Comimos entre semana el menú de Navidad por 20 €, el pisto bilbaíno y la menestra muy ……Más', 'Fuimos un día festivo y había menú por 19,95€ (incluye pan, bebida y 3 platos).\nLa comida está bien, aceptable, pero algunos platos …Más']","['Madera piedra metal y olor a baserri en este espacio a pie de la villa de Bilbao donde se fusiona tradición e innovación para ofrecerte una propuesta...', 'El restaurante Bassko está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3; Servicio: 3.5; Calidad/precio: 3; Atmósfera: 4...', 'Un espacio cómodo y acogedor para que disfrutes con los tuyos. ... www.basskorestaurant.com ... #restaurantesledesma #restaurantesbilbao #comerenbilbao #bilbao #...']"
Mo'r O'rless,,302,"3,4",1-10€,Tiene terraza· Sirve buenos cócteles· Se puede bailar,"Ledesma Musikariaren Kalea, 10, Abando, 48001 Bilbo, Bizkaia","{'viernes': ['11:00–4:00'], 'sábado': ['11:00–4:00'], 'domingo': ['11:00–2:00'], 'lunes': ['11:00–2:00'], 'martes': ['11:00–2:00'], 'miércoles': ['11:00–2:00'], 'jueves': ['11:00–2:00', 'Actualizado por otras personas hace 2 semanas']}",944 24 52 88,"['Experiencia nefasta.\nUn robo en toda regla cuando por 1 caña tostada 1 caña rubia 1 radler 1 moscato…Más', 'Uno de los pocos sitios en Bilbo donde pongan Valencianos bien preparados, el camarero muy agradable...', 'El trato muy desagradable, los precios totalmente exagerados y el colmo nos echaron a los 20 minutos de estar sentados, ya que solo puedes estar 20 minutos, y no te avisan hasta que…Más']","[""16 ene 2024 — Mo'r O'rless está muy cerca de Plaza Circular. Este bar ofrece entre sus bebidas una recomendable cerveza. Aquí puedes beber un buen café."", 'Amplia elección de tartas y también de salado. También smothies que están muy muy bien de ingredientes y ricos! La cafetería es bastante estrecha en la entrada...', '12 ene 2024 — En este restaurante puedes hacer reservaciones simplemente llamando al número de teléfono +34944245288. Enlace del código QR al menú.']"
Restaurante Nido Bilbao Cocina Vasca Txuleton en Bilbao,Cocina vasca tradicional en un restaurante moderno con paredes de ladrillo visto y dispositivos de iluminación llamativos.,13000,"4,5",€€€,Es obligatorio hacer una reserva· Sillas altas disponibles,"Barroeta Aldamar Kalea, 3, Abando, 48001 Bilbo, Bizkaia",{},608 10 07 00,"['Excelente restaurante. Gran servicio, muy buen comedor con mesas amplias y espaciadas. Excelentes platos con materia prima de mucha calidad y perfectamente…Más', 'Fuimos sin reserva y nos dieron mesa. Producto muy cuidado y servicio bastante bueno. Hay que pedir un mínimo de dos platos y consumir 50€ por persona pero se…Más', 'Fuimos guiados por las buenas críticas pero no nos ha gustado.\nHemos comido croquetas, burrada y chuleton y aunque estaban bien nada nos ha…Más']","['Cargando... NIDOBILBAO. Cambiar navegación. Quiénes somos · Localización · COMIDA ONLINE · CARTA · Reservas · Galeria · Fotos Local · Fotos Platos · Bodega...', 'El restaurante NIDOBILBAO está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4.5...', 'Puede encontrar una amplia bodega de vinos disfrutar del jamón 5 jotas y embutidos de Joselito o degustar un excelente txuleton de ganado de label. Damos a...']"
Restaurante La Alhóndiga,,691,"4,0",10-20€,Tiene terraza· Sillas altas disponibles,"Salazar Jeneralaren Kalea, 3, Errekalde, 48012 Bilbo, Bizkaia","{'sábado': ['9:00–22:00'], 'domingo': ['9:00–22:00'], 'lunes': ['Cerrado'], 'martes': ['9:00–22:00'], 'miércoles': ['9:00–22:00'], 'jueves': ['9:00–22:00'], 'viernes': ['9:00–22:00']}",944 10 57 64,"['Comimos el menú de fin de semana. Hay que abonar preserva de 5 € por comensal, que descuentan en el total final.…Más', 'La comida de 10, para ser las 15 horas , había de todo.15 primeros, 15 seguros y 25 postres .Servicio lento. Había mucha gente. Entendible por ser estas fechas.…Más', 'Buen y bonito lugar en Bilbao ,buena comida y también buen trato, se podría poner un 5 perfectamente pero pequeños detalles ... Unos pimientos del piquillo sin ……Más']","['La Alhondiga General Salazar 3 48012 Bilbao. Correo electrónico: info@laalhondiga.es. Por favor confirme las reservas llamando al telefono: 944105764...', 'El restaurante Restaurante La Alhóndiga está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3; Servicio: 3; Calidad/precio: 3...', 'RESTAURANTE YANDIOLA. Yandiola te invita a disfrutar de una experiencia gastronómica y de ocio única en Euskadi. VER CARTA. Como el edificio de la Alhóndiga...']"
Restaurante Cubita Bilbao,,253,"4,4",,Sirve buenos cócteles,"Colón de Larreátegui K., 37, Abando, 48009 Bilbo, Bizkaia","{'viernes': ['12:00–18:30', '20:30–1:30'], 'sábado': ['12:00–18:30', '20:30–1:30'], 'domingo': ['12:00–18:30'], 'lunes': ['12:00–18:30'], 'martes': ['Cerrado'], 'miércoles': ['12:00–18:30', '20:30–1:30'], 'jueves': ['12:00–18:30', '20:30–1:30']}",944 39 26 00,"['Fuimos a cenar un viernes noche, reservamos por tlf sin problemas. La comida está realmente rica, los hongos con huevo se los recomiendo a todo el mundo. Yo comí una m…Más', 'Decidimos cenar en este restaurante atraídos por la carta y el ambiente que transmitía el local desde fuera. Podemos decir que fue un acierto!!! Recomendable al 100%, buen producto…Más', 'Recomendable 100%!…Más']","['El estilo gastronómico único de Cubita llega al corazón de Bilbao. Tras 25 años este emblemático restaurante abre sus puertas en la capital de la provincia...', 'Restaurante Cubita · RESTAURANTE CUBITA Bilbao - Fotos Número de Teléfono y Restaurante Opiniones - Tripadvisor. Bilbao; Provincia de Vizcaya...', 'El restaurante dispone de cómodos comedores donde podemos degustar una comida tradicional acompañada de una bodega de gran variedad donde']"
Restaurante India town,,12000,"4,5",10-20€,Tiene terraza· Se sirven platos veganos,"Uribitarte Pasealekua, 14, Abando, 48001 Bilbo, Bizkaia","{'sábado': ['12:30–17:00', '19:00–24:00'], 'domingo': ['12:30–17:00', '19:00–23:00'], 'lunes': ['Cerrado'], 'martes': ['12:30–17:00', '19:00–23:00'], 'miércoles': ['12:30–17:00', '19:00–23:00'], 'jueves': ['12:30–17:00', '19:00–23:00'], 'viernes': ['12:30–17:00', '19:00–23:30', 'Confirmado por teléfono hace 5 semanas']}",944 34 54 22,"['El mejor restaurante hindú de todo Bilbao.…Más', 'Local acogedor y decorado e emander espectacular.. El servicio excelente y que asesora, dándote consejos. Perfecto para iniciarte en la gastronomía India.…Más', 'Muy buena experiencia!!\nEra nuestra primera vez en un hindu y nos ha gustado mucho.....…Más']","['Restaurante indio y Nepali situado en Bilbao al lado de puente zubizuri Se puede pedir comida a casa o recoger en el restaurante.', 'El restaurante India Town está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4.5...', 'Platos de pollo · Chicken tikka masala · Chicken bhuna · Chicken dansak · Chicken Curry · Chicken Madras · Tikka saag · Chicken Brinjal · Chicken Vindaloo.']"
Bar Egurre,,273,"4,4",1-10€,Tiene terraza,"Muñoz Maria Kalea, 6, Ibaiondo, 48005 Bilbo, Bizkaia",{},946 79 05 86,"['Es un bar con terraza en la calle. Camarer@s atentos y profesionales. Tiene una cocina de pintxos y algún plato más contundente espectacular con algún premio en…Más', 'Cenamos dos noches seguidas en este restaurante que nos encantó tanto la comida como el servicio de los camareros que fueron encantadores recomendamos, el…Más', 'Reciente descubrimiento en el Casco Viejo, al lado de la Plaza Unamuno. Interesante propuesta de bebidas y picoteo, no es una carta muy amplia pero cubre con ……Más']","['El Egurre surge cuando tres amigos en mitad de la pandemia deciden asociarse para crear un local hostelero en pleno Casco Viejo bilbaíno.', '... caliente a base de café helado de vainilla y whisky. 750 €. Calle Maria Muñoz 6 Bilbao Bizkaia • 946 79 05 86 • baregurrebilbao@gmail.com © 2021 Bar...', 'Bar Egurre España aún no tiene suficientes puntuaciones de la comida el servicio la relación calidad/precio o la atmósfera. ¡Sé de los primeros en escribir...']"
ORINOCO IBAIA Bar Restaurante,,113,"4,4",10-20€,Tiene terraza· Ideal para ver deportes,"Egaña Kalea, 11, Abando, 48010 Bilbo, Bizkaia","{'sábado': ['10:30–1:00'], 'domingo': ['10:30–23:00'], 'lunes': ['9:30–23:00'], 'martes': ['9:30–23:00'], 'miércoles': ['9:30–23:00'], 'jueves': ['9:30–23:00'], 'viernes': ['9:30–1:00']}",666 18 54 03,"['Ricardo es un buen profesional y un buen tío, comes bien, disfrutas tranquilo en un local muy bonito y desconectas para comer, k más puedes pedir???, iré siempre k pueda, …Más', 'Fuimos con la familia a comer y pedimos 3 personas langostinos a la plancha. Tres de ellos no estaban en buen estado,. Cuando se lo dijimos a la camarera nos lo…Más', 'Fui un lunes con mi pareja y pedimos menú del día (13.50€).\nIncluye una bebida, primer y segundo plato y postre. La comida es muy abundante…Más']","['¿El restaurante ORINOCO IBAIA ofrece comida para llevar? Sí el restaurante ... Calidad/precio: 4. ORINOCO IBAIA  Bilbao - Indautxu - Fotos Número de Teléfono y...', '5 feb 2024 — ORINOCO IBAIA es conocido porque tiene platos de la cocina española. Este lugar se enorgullece de sus atrayentes filetes su tierna carne de...', 'Servicio muy malo no ofrecen ni la bebida cuando pides la comanda..tiempo de espera entre el primer y segundo plato 50 minutos...todas las mesas del comedor ...']"
Restaurante Jateko,,258,"4,3",€€,Tiene terraza· Tiene Wi-Fi· Hay menú infantil,"Fernández del Campo K., 5, Abando, 48010 Bilbo, Bizkaia","{'sábado': ['10:30–16:30'], 'domingo': ['Cerrado'], 'lunes': ['9:00–21:00'], 'martes': ['9:00–21:00'], 'miércoles': ['9:00–21:00'], 'jueves': ['9:00–21:00'], 'viernes': ['9:00–21:00']}",946 07 66 46,"['Hicimos una reserva para comer 6 personas. Cuando llegamos nos pusierón en una mesa en la que 4 de nosotros estaban mirando a la pared. No nos dierón opción de…Más', 'Ayer estuvimos 5 comensales tras una reserva hecha hacía10 días y confirmarla 3 días antes para concretar el menú sin sal, por motivos de salud, de uno de los…Más', 'Quisiera no estenderme pero es difícil. Encargue una mariscada para 5 y otra persona iba a la carta, esto ha sido hoy 04/11/2023 y he de dar un 10 a Karmen por ……Más']","['Jateko Etxea es un restaurante de cocina tradicional vasca ubicado en el centro de Bilbao. La especialidad son los garbanzos con bogavante.', 'El restaurante Jateko está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4...', 'Restaurante Jateko Bilbao. 598 Me gusta · 1 personas están hablando de esto · 126 personas han estado aquí. Bar - Restaurante especializado en tapas...']"
Foodoo Bilbao,Ensaldas frías y platos de temporada en cadena de bufés libres con gastronomía mediterránea personalizable.,21000,"3,6",10-20€,Tiene terraza· Se sirven platos veganos· Hay menú infantil,"Ledesma Musikariaren Kalea, 12, Abando, 48001 Bilbo, Bizkaia","{'sábado': ['12:30–24:00'], 'domingo': ['12:30–16:00', '19:30–23:00'], 'lunes': ['12:30–16:30', '19:00–23:00'], 'martes': ['12:30–16:30', '19:00–23:00'], 'miércoles': ['12:30–16:30', '19:00–23:00'], 'jueves': ['12:30–16:30', '19:00–23:00'], 'viernes': ['12:30–24:00']}",944 23 30 01,"['Fuimos a comer 4 personas y la verdad es que hubo un poco de todo. En mi opinión, lo que yo elegí, me encantó la pasta estaba muy buena con una salsa muy rica y…Más', 'Tienen menú (14,95 sin incluir bebida ni pan) o carta con precios bastante asequibles. Raciones y platos variados. Ricos. Algunos platos vegetarianos. La ……Más', 'En general, la experiencia que hemos tenido ha sido agradable. El trato por parte de las camareras del sitio ha sido bueno y nos han sentado bastante rápido. La ……Más']","['El primero de los restaurantes Foodoo situado en una de las calles con mayor ambiente de Bilbao ... Bilbao. 94 423 30 01. info.bilbao@foodoo.es. dilo mal come...', 'Foodoo en el corazón de Bilbao el mejor sabor del casco viejo. La calle Bidebarrieta es una de las más concurridas del Casco Viejo bilbaíno y también de...', 'El restaurante Foodoo está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 3.5; Calidad/precio: 3.5; Atmósfera:...']"
Arana Cafetería Restaurante,,5,"4,6",,,"Diputazio Kalea, 8, Abando, 48008 Bilbo, Bizkaia","{'sábado': ['12:00–23:00'], 'domingo': ['12:00–23:00'], 'lunes': ['10:00–22:00'], 'martes': ['10:00–22:00'], 'miércoles': ['10:00–22:00'], 'jueves': ['10:00–22:00'], 'viernes': ['11:00–23:30']}",,"['Imprescindible en Bilbao, buen ambiente y servicio y los pinchos muy sabrosos.…Más', 'Imprescindible en Bilbao, buen ambiente y servicio y los pinchos muy sabrosos.']","['El Restaurante Cafeteria ARANA se encuentra situado en el centro de Bilbao en una de las zonas mas emblematicas frente al palacio de justicia.', 'Me vi muy sorprendido cuando por menos de 20 euros me dieron un menú de lujo elaborado en el momento y servido por excelentes profesionales.', 'Menú del día. LENTEJAS ESTOFADAS CON TXORIZO CREMA FINA DE VERDURAS CON PICATOSTES ARROZ A LA CUBANA PUDIN DE. Menú del día especial.']"
La Bodeguita del 12,Restaurante informal donde se sirven tapas francesas vascas y castellanas y amplia carta de vinos.,952,"4,2",€€,Tiene terraza· Sirve buenos cócteles,"Calle Juan Ajuriaguerra Kalea, 12, Abando, 48009 Bilbo, Bizkaia","{'sábado': ['10:00–24:00'], 'domingo': ['11:00–24:00'], 'lunes': ['8:30–24:00'], 'martes': ['8:30–24:00'], 'miércoles': ['8:30–24:00'], 'jueves': ['8:30–24:00'], 'viernes': ['8:30–24:00']}",944 24 37 39,"['Buen sitio para comer algo de picoteo con algún algún principal.\nEl comedor no es grande, realmente son las mesas que tienen alrededor de la…Más', 'No habíamos estado nunca y nos llevamos una grata sorpresa. Probamos varios platos y todos estaban muy buenos. La mezcla de sabores dulces y salados muy ……Más', 'La Bodeguita del 12 es un restaurante informal ubicado en el centro de Bilbao. El local es acogedor y elegante, con una decoración cuidada en la que predominan…Más']","['La Bodeguita del 12. Bar de tapas con carta raciones de barra y carta de vinos. En Ajuriaguerra 12 Bilbao. Abierto de lunes a domingo todo el día.', 'La Bodeguita del 12 · Puntuaciones y opiniones · Detalles · Ubicación y contacto. C/ Juan Ajuriaguerra 12 48009 Bilbao España.', 'Taberna en el centro de Bilbao perfecta para degustar los mejores platos de la cocina tradicional. \U000f1676. Seguir. \U000f07dd. Publicaciones.']"
Casa Rufo,Tienda de delicatessen y asador especializado en chuletón con mobiliario antiguo y botellas a la vista.,993,"4,4",€€,Es obligatorio hacer una reserva,"Hurtado de Amezaga Kalea, 5, Abando, 48008 Bilbo, Bizkaia","{'sábado': ['13:30–15:00', '21:00–22:30'], 'domingo': ['Cerrado'], 'lunes': ['13:30–15:00', '21:00–22:30'], 'martes': ['13:30–15:00', '21:00–22:30'], 'miércoles': ['13:30–15:00', '21:00–22:30'], 'jueves': ['13:30–15:00', '21:00–22:30'], 'viernes': ['13:30–15:00', '21:00–23:00']}",944 43 21 72,"['Tuvimos una comida increíble. Todo estuvo genial: el bistec a la parrilla, el vino tinto, el pan, la ensalada y los postres fueron fantásticos. Por dentro es…Más', 'Una atención maravillosa, un lugar tranquilo y muy elegante. Nos encantó la tiendita que hay dentro del restaurante. Pedimos la ensalada de puerros y un solomillo entre otras cosas, y tod…Más', 'Muy recomendable']","['27 ene 2022 — Casa rufo es un lugar de verdad autentico desde 1995 es un clásico en Bilbao donde una atmósfera especial se siente desde el primer instante al...', 'El restaurante Casa Rufo está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 3.5; Atmósfera:...', 'Casa Rufo tiene una nota de 9.3/10. Los usuarios de TheFork han dado una nota según las categorías siguientes: Calidad de la comida: 9.4/10; Servicio: 9.1/10...']"
Restaurante Gorbea Bilbao,Cogote de merluza a la bilbaína o lechal a baja temperatura en comedor de mantel blanco y decoración sencilla.,869,"3,7",10-20€,Tiene terraza,"Jardines K., 3, Ibaiondo, 48005 Bilbo, Bizkaia","{'sábado': ['13:00–16:00', '20:00–23:00'], 'domingo': ['13:00–16:00', '20:00–23:00'], 'lunes': ['13:00–16:00', '20:00–23:00'], 'martes': ['13:00–16:00', '20:00–23:00'], 'miércoles': ['13:00–16:00', '20:00–23:00'], 'jueves': ['13:00–16:00', '20:00–23:00'], 'viernes': ['13:00–16:00', '20:00–23:00']}",944 79 54 82,"['Comimos el menú de 18 euros y muy buena relación calidad precio. Estaba todo muy bueno y la atención fue inmejorable, lo recomiendo para comer entre semana.…Más', 'La comida riquísima y la atención del personal impecable!!!…Más', 'Muy recomendable. El menú 18€ muy completo bebida incluida. Sirven muy rápido. Productos de calidad. Los postres caseros muy buenos…Más']","['MENÚ DEL DÍA: 1800€ IVA incluido · Ensalada de ventresca de bonito y anchoas · Ensalada de queso de cabra · Sopa de pescado · Paella de marisco · Revuelto de...', 'El restaurante Restaurante Gorbea está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 3.5; Calidad/precio: 3...', 'Restaurante Gorbea: Podria estar mejor - 438 opiniones y 191 fotos de viajeros y ofertas fantásticas para Bilbao España en Tripadvisor.']"
Club Deportivo Bilbao,,114,"4,5",,,"Alameda de Recalde, 28, Abando, 48009 Bilbao, Biscay","{'sábado': ['7:00–23:00'], 'domingo': ['7:00–23:00'], 'lunes': ['7:00–23:00'], 'martes': ['7:00–23:00'], 'miércoles': ['7:00–23:00'], 'jueves': ['7:00–23:00'], 'viernes': ['7:00–23:00']}",944 23 11 08,"['Disfrute de este gimnasio invitada un par de veces, están bien las instalaciones, pero se me hacen pequeños los gimnasios aquí en Bilbao, me gusta jugar…Más', 'no sé como será lo demás, pero comida familiar de navidad el dia 25 pretenden que una persona vegetariana se conforme con una ensalada vegetal, revuelto de…Más', 'Visita rutinaria para tomar un aperitivo.\nNo tienen txakoli Alavés, el mejor (Eukeni, Xarmant, de bodegas Artómaña, cerca de Amurrio).']","['EL CLUB. NUESTROS SERVICIOS · NUESTRA HISTORIA · NUESTRO LUGAR · HAZTE SOCIO · CONTACTO/SUGERENCIAS. INSTALACIONES. Piscinas · Vestuarios y Zonas Wellness...', 'Club Deportivo Bilbao Bilbao. 1423 Me gusta · 102 personas están hablando de esto · 1801 personas han estado aquí. El Club Deportivo de Bilbao es una de...', 'El Club Deportivo Bilbao es un club social con sede en Bilbao Vizcaya España. Fue fundado en 1912 fruto de la unión de tres sociedades: la Sociedad...']"
Restaurante Albía,,8,"2,8",,,"Arbolantxa Kalea, 2, Abando, 48001 Bilbo, Bizkaia","{'sábado': ['12:00–23:00'], 'domingo': ['12:30–17:00'], 'lunes': ['10:00–22:00'], 'martes': ['10:00–22:00'], 'miércoles': ['10:00–22:00'], 'jueves': ['10:00–22:00'], 'viernes': ['10:00–22:00']}",,"['Mejor pasar hambre que venir aquí. Tiré mi durum sin tocarlo por la grima que me dio.…Más', 'Esta gente no tiene ganas de trabajar, tanto por su actitud como por la comida que dan. Muy mal trato habiendo consumido 45€ en bocata pollo y durums. Y por otro lado y último, lo…Más', 'Fui una vez de madrugada a pedir un bocata. El señor que atendía era clamorosamente lento, borde y desagradable. La cola que se formó fue de tales dimensiones que al princip…Más']","['Restaurantes cerca de Plaza Albia · Take a buey · Burger King · Nura Bilbao · La Parada De Bilbao · La Taberna de Los Mundos · MafesBilbao · Rodilla · Namaste.', 'Plaza Albia · PLAZA ALBIA Bilbao - Abando - Fotos Número de Teléfono y Restaurante Opiniones - Tripadvisor.', 'JARDINES BERRIA. Gastronomía y buena compañía en el centro de Bilbao. Café y pintxos raciones y una buena copa. A mediodía menú ejecutivo.']"
La Mula de Moscú,Restaurante lujoso y luminoso con bancos que ofrece cócteles clásicos y de temporada además de tapas de cocina española.,15000,"4,4",10-20€,Tiene terraza· Sirve buenos cócteles· Se sirve comida en el bar,"Alameda de Recalde, 15, Abando, 48009 Bilbao, Biscay","{'viernes': ['16:00–2:30'], 'sábado': ['16:00–2:30'], 'domingo': ['13:00–21:00'], 'lunes': ['16:00–1:00'], 'martes': ['16:00–1:00'], 'miércoles': ['16:00–1:00'], 'jueves': ['16:00–1:00']}",946 07 71 90,"['Nos encanta este lugar!! Los cócteles son increíbles y la atención aún mejor. Ayer estuvimos unos amigos y el chico que nos atendió además de recomendarnos nos ofreció opcion…Más', '¿Un cocktail? Este es un buen sitio para tomarlo.…Más', 'Coctelería en una zona emblemática de Bilbao que ofrece bebidas originales y muy elaboradas.…Más']","['La Mula de Moscú - Bar Coctelería y picoteo en el centro de Bilbao. Nos encontramos en Alameda Recalde 15 Bilbao Bizkaia.', 'Cócteles y picoteo HORARIO Lunes - Jueves - 16:00 - 01:00. Viernes - Sábado - 16:00 - 02:30. Domingo - 13:00 - 21:00. Alameda Recalde 15 Bilbao...', 'La Mula de Moscú · Puntuaciones y opiniones · Detalles · Ubicación y contacto. Recalde Zumarkalea 15 48009 Bilbao España.']"
UDON Bilbao Abando,,2000,"4,4",10-20€,Se sirven platos veganos· Hay menú infantil,"Portuko Markesaren Kalea, 2, Abando, 48009 Bilbo, Bizkaia","{'sábado': ['13:00–17:00', '20:00–24:00'], 'domingo': ['13:00–17:00', '20:00–23:00'], 'lunes': ['13:00–17:00', '20:00–23:00'], 'martes': ['13:00–17:00', '20:00–23:00'], 'miércoles': ['13:00–17:00', '20:00–23:00'], 'jueves': ['13:00–17:00', '20:00–23:00'], 'viernes': ['13:00–17:00', '20:00–24:00', 'Actualizado por esta empresa hace 8 semanas']}",946 07 77 13,"['Era nuestra primera vez y nos sorprendió para bien! 🍛🥢🥟\nHabía mucha variedad, y un menú a muy buen precio 13,95 que podías escoger un…Más', 'Un ambiente excelente para estar tranquila y cenar con amigos o familia.\nEl servicio ha sido agradable y…Más', 'Nice music and ambiance.Savory food . Clean and staff are efficient. Looking forward to try another menu. Aupa SAMUEL. Orgulloso de ti. Saludo a los cocineros,camarera camar…Más']","['UDON de Bilbao. UDON Bilbao Abando. C/ Marqués del puerto 2. 48008 Bilbao. 94 607 77 13. bilbaoabando@udon.es. UDON Bilbao Gran Vía. Gran Vía 66. 48011 Bilbao.', 'Ubicación y contacto. Marques del Puerto 2 48009 Bilbao España. Abando.', 'Consigue las mejores ofertas para UDON Bilbao Abando en Bilbao y conoce la nota y posición en el ranking de GastroRanking.']"
